tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
900349,333737,True,2016-02-02 07:47:44+00:00,@AmericanAir My yoga mat is 70cm x 11cm rolled up. Can you confirm it's within carry on limit? I was given okay by your call centre.,900347,900352.0
900347,AmericanAir,False,2016-02-02 07:51:08+00:00,"@333737 Hayley, here's a great link with all our carry-on info: https://t.co/AqqDo7IbvB",900348,900349.0
900348,333737,True,2016-02-02 08:18:50+00:00,"@AmericanAir Thanks, I've seen the link but want to confirm. It says 115cm overall but individual dimensions have max 56cm? My mat is 70cm.",900350,900347.0
240372,173093,True,2016-08-27 13:39:57+00:00,"@AmericanAir The airline that loses children, seats pedophiles next to lone children.
The ""american"" way it would seem.",240370,
240370,AmericanAir,False,2016-08-27 13:47:08+00:00,@173093 We take excellent care of the little ones that travel with us. Please let us know if we can help you.,240371,240372.0
1192217,400210,True,2016-08-29 18:21:25+00:00,@AmericanAir#advantageprogramisworthless,1192216,
1192216,AmericanAir,False,2016-08-29 18:35:19+00:00,@400210 We're so sorry you feel this way. What's going on?,1192215,1192217.0
1192215,400210,True,2016-08-29 18:36:34+00:00,"@AmericanAir I have 300,000 miles that I'm never able to use for a decent price. Would you please be more like Southwest?",1192213,1192216.0
1192213,AmericanAir,False,2016-08-29 18:56:09+00:00,@400210 We're sorry you're unhappy with the award program we offer. Those miles can take you around the world and back.,1192214,1192215.0
1694660,144330,True,2016-10-02 17:15:50+00:00,"An ""emotional support"" dog is having a massive fart attack behind me on my @AmericanAir transcon flight. Nose plugs please! #emotionalfarts",1694659,
1445865,455518,True,2016-11-10 18:42:51+00:00,". @AmericanAir what is this??????? Dust everywhere, chipping paint. This plane is as old as an elephant!! https://t.co/NMUx9Orwvn",1445864,
1445864,455517,True,2016-11-10 21:55:13+00:00,@455518 @AmericanAir they are THE worst! So dirty.,1445863,1445865.0
866496,325754,True,2016-11-14 16:12:24+00:00,@AmericanAir DFW Lost and Found is failing us again. Need to speak to a human! #AmericanAirlines #FamilyTravel #Travel #TravelBlogger,866492,
2581385,731615,True,2016-11-18 21:18:03+00:00,Quite frustrated with @AmericanAir. Plane is delayed at the gate because the pilot is nowhere to be found. 😡,2581383,
2581383,AmericanAir,False,2016-11-18 21:45:54+00:00,@731615 That not quite the plan we had in mind for you today. Thank you in advance for your patience.,2581384,2581385.0
1682965,511572,True,2017-01-08 23:44:40+00:00,Flight AA172 from LAX. Re-boarded 3 times. 10:35am departure leaving close to 4pm. @AmericanAir #AmericanAirlines #theworstairline,1682961,
1850519,553978,True,2017-01-09 17:10:41+00:00,@AmericanAir New for 2017 - one more tier added to sub-first class boarding process...#snafu,1850518,
1850518,AmericanAir,False,2017-01-09 17:57:15+00:00,@553978 We know our changes may take some time to adjust to. We'll try to make this process as smooth as possible.,1850517,1850519.0
1850517,553978,True,2017-01-13 15:39:19+00:00,"@AmericanAir if this morning's SFO boarding process is ""system wide"", it is a change I am happy to adjust to.",1850516,1850518.0
1850516,AmericanAir,False,2017-01-13 16:01:54+00:00,@553978 Your boarding process should always be seamless and enjoyable. This is what we love to hear!,1850515,1850517.0
2901886,803772,True,2017-01-21 19:33:35+00:00,@AmericanAir your unaccompanied minor booking process is painful.  Both of the csr I spoke to were rude.  I just went with @116450,2901884,
2901884,AmericanAir,False,2017-01-21 20:27:23+00:00,@803772 We're sorry to hear you're disappointed with us. We'd love another opportunity to earn your business.,2901885,2901886.0
1937149,576296,True,2017-03-20 00:56:14+00:00,Got married! Yay! Now flying home on a DIFFERENT flight than my bride. Thanks @AmericanAir for continuing to make things difficult.,1937148,
1031866,364156,True,2017-03-29 00:44:05+00:00,@AmericanAir han pasado más de 22 días y no tengo una respuesta de la maleta que se me ROBARON  así tratan a sus clientes? hasta cuando,1031865,
2442698,700469,True,2017-03-29 18:27:34+00:00,. @AmericanAir need help asap,2442696,
2442696,AmericanAir,False,2017-03-29 18:46:51+00:00,@700469 We're right here! What's going on?,2442697,2442698.0
2442697,700469,True,2017-03-29 19:08:07+00:00,. @AmericanAir i think my planes on fire. https://t.co/Rn2VZ0mRyX,2442699,2442696.0
1031865,364156,True,2017-04-03 23:33:12+00:00,@AmericanAir Pueden contestar que paso con mi maleta @AmericanAir SE LA ROBARON,1031863,1031866.0
1031863,AmericanAir,False,2017-04-03 23:59:11+00:00,@364156 Vamos a enviar un mensaje a nuestros especialistas para que alguien se comunique contigo y te den información de tu caso.,1031864,1031865.0
337828,196636,True,2017-04-05 18:12:02+00:00,@AmericanAir New #MCO #AdmiralsClub nice inside. WiFi is super slow and bar TV only gets handful of channels. Not acceptable this day &amp; age.,337827,
1013024,359489,True,2017-04-16 21:54:50+00:00,"@AmericanAir FA comes to row 13, says first person this row to raise their hand gets the last upgrade to 1st. Then takes a woman in row 12 😡",1013022,
1013022,AmericanAir,False,2017-04-16 22:14:08+00:00,"@359489 Please reach out to a crewmember for help, Tracie.",1013023,1013024.0
2021014,597687,True,2017-04-19 01:45:37+00:00,The @321756 should enforce every airline to offer The Godfather I &amp; II on the menu on every flight longer than three hours. cc @AmericanAir,2021013,
1307621,126402,True,2017-04-24 00:40:23+00:00,"The joy of flying @AmericanAir A321 first class. No TV, outlets and less legroom than an exit row. Truly @JetBlue economy is better https://t.co/GRcvXLGXFB","1307622,1307619,1307623",
1307619,AmericanAir,False,2017-04-24 00:46:43+00:00,@126402 We're working on renewing our fleet to give you what you need and we know you're going to love what's coming.,1307620,1307621.0
1204869,400210,True,2017-05-01 15:57:37+00:00,@AmericanAir please stop trying to sell me miles. They're worthless compared to SW,1204867,
1204867,AmericanAir,False,2017-05-01 16:48:24+00:00,"@400210 We don't want you to feel that way, we love having you with us and would like to continue doing so.",1204868,1204869.0
1204868,400210,True,2017-05-01 17:00:46+00:00,@AmericanAir Lower mileage requirements so these can be used effectively (like SW),1204870,1204867.0
1204870,AmericanAir,False,2017-05-01 18:17:14+00:00,@400210 We think our AAdvantage program is top notch; however we do value your feedback. We hope to see you in the air soon.,"1204871,1204872",1204868.0
2061308,609638,True,2017-05-02 09:05:14+00:00,It's actually amazing how much racism I've experienced on @AmericanAir this morning for sitting with a friend. Like genuinely amazing.,"2061309,2061306",
2061306,AmericanAir,False,2017-05-02 09:09:12+00:00,@609638 We don't tolerate discrimination of any kind. Please share details and your record locator. We want to look into this quickly.,2061307,2061308.0
2835560,789272,True,2017-05-17 21:41:24+00:00,First leg to an exciting Cabo visit!  @661325 @AmericanAir https://t.co/ETOGPjykOF,2835558,
2835558,AmericanAir,False,2017-05-17 22:26:00+00:00,@789272 Thanks for including us in your family vacation. Our crew is prepared to take excellent care of you!,2835559,2835560.0
2379272,356471,True,2017-06-11 19:58:10+00:00,@AmericanAir Two kids under 7 &amp; you switch equipment and give the 4 of us middle seats all over the airplane.  Unacceptable Speechless Livid,2379270,
2379270,AmericanAir,False,2017-06-11 20:04:26+00:00,"@356471 We're very sorry for the inconveniences, Jim, but we know our agents did everything possible to get your family together.",2379271,2379272.0
2731928,761261,True,2017-06-17 17:08:38+00:00,@AmericanAir disappointing that the biz class seats in your DFW-AMS flight were old-style without full recline or updated media features.,2731927,
2731927,AmericanAir,False,2017-06-17 18:51:04+00:00,@761261 We're bringing new planes into the fleet as fast as we can.  We hope to see you on board one of our new birds soon.,2731926,2731928.0
879093,328707,True,2017-06-28 03:48:19+00:00,".@AmericanAir My wife traveled solo today w/ our 2 &amp; 3 year old &amp; expected to be able to pre-board.Was told ""We don't do that anymore"".True?","879096,879091",
879091,AmericanAir,False,2017-06-28 03:56:01+00:00,@328707 We're happy to look into it if it's requested prior to boarding time. Please DM her record locator and details.,879092,879093.0
879092,328707,True,2017-06-28 04:01:53+00:00,"@AmericanAir Apologies, as a frequent flyer, other airlines provide the courtesy of pre-board when you fly w/ young children. Didn't know had to request.",879094,879091.0
879094,AmericanAir,False,2017-06-28 04:09:29+00:00,@328707 We do things just a little different around here! We hope they all had a fabulous time on board.,879095,879092.0
2239376,652951,True,2017-06-29 17:29:58+00:00,"@AmericanAir This is happening on Flight 937, DFW to LAX, Seats 11B &amp; 11A. What's your harassment policy? #AmericanAirlines #FatShaming https://t.co/Csd3iOxBdT","2239377,2239378,2239379,2239374,2239380,2239381",
2239374,AmericanAir,False,2017-06-29 17:34:48+00:00,"@652951 If you need assistance, please speak to a flight attendant. Please DM what's going on and your record locator.",2239375,2239376.0
1243993,411850,True,2017-06-30 18:35:36+00:00,"@AmericanAir I've been flying AA exclusively for 5+ years, but this week was the worst flying experience I've ever had...please help",1243992,
1243992,AmericanAir,False,2017-06-30 19:37:56+00:00,@411850 We don't like the sound of this. We want to get back on your good side. Where can we start?,1243991,1243993.0
413441,British_Airways,False,2017-07-04 10:00:07+00:00,"#Happy4th - flying the red, white &amp; blue flag across the Atlantic with our friends @AmericanAir find out more https://t.co/V1BnFYdtWe https://t.co/aRkVHuliNB",413440,
899404,333537,True,2017-07-05 21:31:47+00:00,@AmericanAir Thank you for NOT helping our family friends back home and deny them service AFTER they bought their tickets and no refund. 😡,899402,
899402,AmericanAir,False,2017-07-05 23:20:10+00:00,"@333537 If you're friends are needing assistance, please have them call our specialists at 800-433-7300.",899403,899404.0
2453430,702893,True,2017-07-17 18:10:13+00:00,"@AmericanAir: cust svc says ""they'll say the same - said that's as far as I could go.""  WHO will help me??",2453429,
2453429,AmericanAir,False,2017-07-17 18:51:24+00:00,"@702893 Please send us a DM with your concerns, and we'll see if we can get any help for you.",2453428,2453430.0
1953981,580049,True,2017-07-21 11:25:47+00:00,"Disappointed @AmericanAir terrible customer service replacement for damage baggage not arrived,no response to emails. No help",1953980,
2000791,591622,True,2017-07-21 20:53:47+00:00,@AmericanAir Hafsa Hazheer saved us today. Wish everyone was like her and the world would be a better place!! Thanks Hafsa!!,2000790,
2805831,782565,True,2017-07-26 16:41:31+00:00,Charging unit on coach seats! Should be standard on every plane! Thanks @AmericanAir! A319 plane https://t.co/TpD5tpNhkt,2805829,
2805829,AmericanAir,False,2017-07-26 17:22:51+00:00,@782565 You're very welcome! Have a great flight.,2805830,2805831.0
2805830,782565,True,2017-07-26 18:16:20+00:00,@AmericanAir Flight attendant gave me a free drink for my birthday too! Bonus points @AmericanAir! https://t.co/vvW1ekQ28V,2805832,2805829.0
2401209,661647,True,2017-08-03 06:52:46+00:00,At this moment in history we should be teaching our employees about love and inclusivity @AmericanAir. That was worst part of this night.,"2401210,2401207",
2401207,AmericanAir,False,2017-08-03 06:58:33+00:00,@661647 Your comments have us concerned. Please meet us in DMs with your record locator and details.,2401208,2401209.0
2189758,641069,True,2017-08-04 17:17:37+00:00,"@British_Airways if I'm travelling from MIA to LHR 3 Dec what are the chances of my being on an A380? Really wanna be on one, thank you :)",2189757,
2189757,British_Airways,False,2017-08-05 00:09:20+00:00,@641069 The BA0207 hasn't yet been refurbished. Sorry for any disappointment. ^Lisa,2189756,2189758.0
2189756,641069,True,2017-08-05 08:28:27+00:00,"@British_Airways Ah, okay, so for the return flight to LHR, BA208?",2189755,2189757.0
2189755,British_Airways,False,2017-08-05 13:21:07+00:00,"@641069 Hi, which date of travel would you be travelling on BA208? ^TonyM",2189754,2189756.0
2189754,641069,True,2017-08-05 15:28:39+00:00,"@British_Airways 3rd December 2017, thank you.",2189753,2189755.0
2189753,British_Airways,False,2017-08-05 17:33:50+00:00,"@641069 Hi there, the BA208 would be one of our A380s!  You should try and get a seat in the upper deck, it's fantastic. ^Kimbers",2189751,2189754.0
1530187,474899,True,2017-08-07 09:20:27+00:00,"@AmericanAir Why is flight AA0735, MAN-PHL on Aug07 delayed?",1530186,
1530186,AmericanAir,False,2017-08-07 09:33:32+00:00,"@474899 It looks like there is a maintenance delay, Ben. We show an estimated departure time of 12:15p.",1530185,1530187.0
262549,178541,True,2017-08-11 16:30:44+00:00,My 2 yr old will miss her birthday cause @AmericanAir cancelled int'l flight 12 hrs pre departure. No alternative till Sunday. #sadness https://t.co/puEDfGJ2nx,262548,
262548,178541,True,2017-08-11 16:34:25+00:00,@AmericanAir Now wasting time trying to get a rebooking when I was supposed to wrap up work before holiday. @AmericanAir messing up my 1 holiday of yr,262547,262549.0
262547,178541,True,2017-08-11 16:46:40+00:00,@AmericanAir Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option @AmericanAir,262546,262548.0
262546,AmericanAir,False,2017-08-11 17:28:10+00:00,"@178541 We don't want you to miss one bit of your holiday, Sajjad. Please follow and DM your record locator and we'll be happy to take a look.",262536,262547.0
262536,178541,True,2017-08-11 17:37:52+00:00,@AmericanAir Thank you for the speedy response. Appreciate the offer for help. Will await your response. Thank you @AmericanAir,262534,262546.0
262534,AmericanAir,False,2017-08-11 17:50:43+00:00,@178541 We've received and have responded to your DM.,262535,262536.0
262535,178541,True,2017-08-11 18:04:30+00:00,"@AmericanAir Disappointed that from a 90 min flight, i now have a 10+ hour trip DC to Toronto via Miami, with a 2 year old, and all u can do is apologize",262537,262534.0
262537,AmericanAir,False,2017-08-11 18:33:42+00:00,@178541 Please continue to work with our Reservations team at 800-433-7300. They can double check if any seats on the non-stop flight become open.,262538,262535.0
262538,178541,True,2017-08-14 13:59:37+00:00,@AmericanAir Thank you but sadly no flight opened up and we had to take  the 10 hours of traveling time instead of 1.5. I understand your limitations,262539,262537.0
262539,178541,True,2017-08-14 14:01:46+00:00,"@AmericanAir However, we reached Toronto to find the stroller is broken. Filed a complaint, 2 days ago, no response yet. Traveling further on Wednesday",262540,262538.0
262540,178541,True,2017-08-14 14:03:09+00:00,"@AmericanAir Will you fix my stroller before then, or pay for a new stroller nowI had an email to trust @AmericanAir after bad luck with reservation",262541,262539.0
262541,178541,True,2017-08-14 14:04:45+00:00,@AmericanAir Am I to expect another 'apology but we can't help' or does the customer service at @AmericanAir mean more than a 'make excuses' department.,262542,262540.0
262542,178541,True,2017-08-14 14:06:12+00:00,@AmericanAir This is your second chance. Please show me you weren't lying the first time.,262543,262541.0
858169,122134,True,2017-08-15 18:15:25+00:00,@AmericanAir my first ever flight with you guys this October coming unfortunately couldn't get business class but still very excited 🇺🇸🇺🇸 https://t.co/Zs9wy3W0xM,"858166,858170,858171",
291315,185365,True,2017-08-16 09:06:34+00:00,@AmericanAir thanks for the quiet oasis on top of the downstairs storm here in DCA! #Peaceful https://t.co/iP5FYInIjG,291313,
291313,AmericanAir,False,2017-08-16 09:08:51+00:00,"@185365 You've got the place all to yourself, kick up your feet, and enjoy the #peaceandquiet.",291314,291315.0
326997,193926,True,2017-08-19 00:15:57+00:00,@AmericanAir Gate change w/o notice 2 diff terminal flight cancelled due 2 maintenance issues no flights til SUNDAY no refunds #neveragain,326995,
326995,AmericanAir,False,2017-08-19 03:47:22+00:00,@193926 Well this isn't the experience we wanted for you at all. Our sincerest apologies.,326996,326997.0
1280170,419530,True,2017-08-20 03:03:29+00:00,"@AmericanAir i left my laptop in your plane flying to MAD from Charlotte Aug'16. Been a few days, no reponse, nobody answers @  lost&amp;found",1280169,
1487956,465596,True,2017-08-21 23:39:23+00:00,"On tarmac at DCA for over 1.5 hrs w/o explanation from @AmericanAir while other planes take off. This, after a 20 hr trip from hell on Thur.","1487957,1487954",
1487957,AmericanAir,False,2017-08-22 00:41:17+00:00,"@465596 There's weather in the DCA area which is causing air traffic congestion. When it's our turn, Air Traffic Control will give us the go ahead.",1587267,1487956.0
1587267,488260,True,2017-08-22 00:43:45+00:00,"@AmericanAir @465596 Thanks to this delay my flights were cancelled. Gate agents refuse to give hotel, say that """"carasoul one is warm enough"" is this normal?",1587268,1487957.0
272637,181092,True,2017-08-22 01:14:49+00:00,Future flts with ANY other airline  than AA when possible - lack of customer service the priority @AmericanAir,272635,
272635,AmericanAir,False,2017-08-22 02:35:39+00:00,"@181092 We're so sorry this has been your experience. If we can help with anything, then please let us know.",272636,272637.0
1247249,198581,True,2017-08-25 12:24:49+00:00,"@AmericanAir: With @206281 (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?",1247247,
1247247,AmericanAir,False,2017-08-25 12:54:09+00:00,@198581 We'd love to have you come fly with us! Please contact AAdvantage Customer Service at 800-882-8880 for more info.,1247248,1247249.0
1038658,365739,True,2017-08-27 04:38:27+00:00,My Dad just said 1k Rts and he'll get me a Canon 6D can we please make this happen https://t.co/WmlDxXkE1m,1038655,
1038655,365739,True,2017-08-27 04:51:39+00:00,@AmericanAir can you help me please,1038653,1038658.0
1038653,AmericanAir,False,2017-08-27 04:52:24+00:00,"@365739 Of course, what can we help with?",1038654,1038655.0
1038654,365739,True,2017-08-27 04:53:05+00:00,@AmericanAir Could you Rt my pinned tweet please,"1038656,1038657",1038653.0
417821,214692,True,2017-08-28 17:00:16+00:00,@americanair just found out you don't recycle the thousands of clear cups used each day on thousands of flights...?! Do better AA!,417819,
417819,AmericanAir,False,2017-08-28 17:05:34+00:00,@214692 We love to recycle! Check out the details including our mission for reducing our environmental impact: https://t.co/pLPtpaMVOl,417820,417821.0
215486,167209,True,2017-08-30 19:37:38+00:00,✈️ @AmericanAir why so stingy? I asked for ginger ale and got one small cup. Why not the whole can? Are we still in a recession? Am I crazy? https://t.co/BvuVaAV3ee,215485,
215485,AmericanAir,False,2017-08-30 21:04:54+00:00,"@167209 We're sure if you let our crew know, our team would be glad to accommodate.",215484,215486.0
865977,325639,True,2017-08-31 17:27:47+00:00,@AmericanAir when are you going to get rid of these old MD-80 tin cans?,865976,
865976,AmericanAir,False,2017-08-31 19:05:58+00:00,@325639 We'll have the youngest fleet in the industry by the end of 2017. There's plenty of new shiny planes coming to an airport near you!,865973,865977.0
865973,325639,True,2017-08-31 19:08:01+00:00,@AmericanAir I know I see them when I board this MD-80. Why can't you put one on the DFW-DTW route #planeenvy,865971,865976.0
865971,AmericanAir,False,2017-08-31 20:31:45+00:00,@325639 Our MD 80's will all be off to their retirement village very soon!,865972,865973.0
435061,218347,True,2017-09-05 12:09:38+00:00,@120943 @AmericanAir TSA says that you removed precheck from Term B @ PHL. Why?? When will you be bringing it back? Or should I fly Frontier? 😳,435059,
435059,AmericanAir,False,2017-09-05 12:24:53+00:00,"@218347 We always want to provide you with the best options. However, things can change due to operational reasons.",435060,435061.0
435060,218347,True,2017-09-05 12:28:20+00:00,"@AmericanAir 5) WHY DO YOUR LOW-COST COMPETITORS OFFER THIS WHEN YOU DO NOT, ESPECIALLY WHEN YOU OPERATE 73% OF ALL FLIGHTS FROM PHL???",435062,435059.0
435062,AmericanAir,False,2017-09-05 13:04:40+00:00,@218347 Things are subject to change based on operational reasons. Please continue working with @120944 for any questions.,435063,435060.0
411867,213251,True,2017-09-06 11:52:13+00:00,"Hey @AmericanAir, this remodeled @19396 at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉 https://t.co/1pFr2ircof",411866,
411866,AmericanAir,False,2017-09-06 13:13:46+00:00,"@213251 We're so glad you're liking the new Club at Chicago, Mike!",411864,411867.0
411864,213251,True,2017-09-06 13:20:12+00:00,"@AmericanAir 😀 service has been great too. 

... so no sneak peek then? 🤣",411862,411866.0
411862,AmericanAir,False,2017-09-06 14:41:05+00:00,"@213251 We like the suspense, Mike! You'll get to see it real soon.",411863,411864.0
435063,218347,True,2017-09-07 15:05:21+00:00,@AmericanAir @120944 What the hell kind of answer is this?! Can you just tell me why you had pre-check removed at your terminal at PHL? (FYI @118028),435064,435062.0
2614010,738971,True,2017-09-10 20:24:45+00:00,On a call with @AmericanAir / @British_Airways for 40 mins. Thankfully staff are pleasant but technical infrastructure/resolution is lacking,2614009,
2614009,British_Airways,False,2017-09-11 09:11:27+00:00,"@738971 We're sorry to hear this, Philip. Can you give us more detail about the issue you wanted help with? Which number did you call? ^Hel",2614008,2614010.0
1684322,511866,True,2017-09-13 13:28:28+00:00,@AmericanAir ACK! App crashed right at TSA checkpoint. Updated this AM too. Had to get out of line and get printed BP. Pls help performance!,1684321,
1684321,AmericanAir,False,2017-09-13 15:39:42+00:00,"@511866 We're sorry that this happened, Julie. We'd like to let our App team know. What's the make/model of your device?",1684319,1684322.0
1684319,511866,True,2017-09-13 15:46:02+00:00,"@AmericanAir iPhone 6s - thank u!  
Also: CLT-SFO now, wifi is really spotty.  I'm in tech so sympathetic, but these fixes would be HUGE for customers :)",1684317,1684321.0
1684317,AmericanAir,False,2017-09-13 17:44:16+00:00,"@511866 Thanks, we're very sorry for any inconvenience, but will share your comments with our App team right away.",1684318,1684319.0
1185993,195094,True,2017-09-14 03:10:37+00:00,I did look directly on your website. Are you going to add additional flights &amp; bring that price down? That's almost my mortgage payment https://t.co/6IYVySXz44,1185992,
2614008,738971,True,2017-09-14 09:44:27+00:00,@British_Airways US free no. To add insult to injury my first flight has been delayed by almost 2 hours and I'm likely to miss my connecting at heathrow. 1/2,2614007,2614009.0
2614007,British_Airways,False,2017-09-14 11:30:49+00:00,@738971 passed on your comments to our Customer Experience team and will do our best to avoid this happening again. 2/2 ^L,2614004,2614008.0
232494,116949,True,2017-09-14 21:02:44+00:00,@AmericanAir unaccompanied minor fees at time of purchase or time of flight?,232493,
838513,AmericanAir,False,2017-09-14 21:30:07+00:00,Look what you made us view. https://t.co/wfabKEhGK5,838512,
232493,AmericanAir,False,2017-09-14 22:13:35+00:00,"@116949 If you're paying for the whole trip, it can be done at either time. If only one part, it's collected on day of departure.",232492,232494.0
232492,116949,True,2017-09-14 22:51:32+00:00,@AmericanAir I'm paying for one way back to me so it would be paid the day she travels?,232491,232493.0
232491,AmericanAir,False,2017-09-14 23:55:57+00:00,@116949 You'd pay the charge at the airport when you check her in. See you both soon.,232490,232492.0
2614004,738971,True,2017-09-15 17:54:26+00:00,@British_Airways I've opened a ticket - can we link up these tweets with the ticket? Thanks,2614002,2614007.0
215484,167209,True,2017-09-15 18:15:54+00:00,@AmericanAir I got the whole can this time. Thank you @AmericanAir 🙏🏾✈️ https://t.co/KDHW7diANm,215483,215485.0
838512,319536,True,2017-09-15 18:34:55+00:00,@AmericanAir #crapyairline look what you made me view @5119 https://t.co/C1pUwEMxQt,838510,838513.0
215483,AmericanAir,False,2017-09-15 19:27:29+00:00,"@167209 Treat yo self, Will. Always great to have you on board.",215482,215484.0
838510,AmericanAir,False,2017-09-15 19:30:10+00:00,"@319536 We're sorry for the cancellation but if you work with our team, they'll assist you with rebooking the next available flight.",838511,838512.0
2614002,British_Airways,False,2017-09-15 20:33:57+00:00,"@738971 Hi Philip, if you've received a case reference then a member of our Customer Relations team will be in touch as soon as possible. ^L",2614003,2614004.0
262690,178579,True,2017-09-18 22:11:56+00:00,"Shout out to @115911 for keeping me connected in flight for free...
#Wifi
#FreeWifi
#GoGoInFlight
#TravelLife

#iAmLadyEDRW",262688,
2537417,721748,True,2017-09-19 14:54:24+00:00,Hey @AmericanAir my wife had been trying to complete the video interview but it has been giving her issues.,2537415,
2537415,AmericanAir,False,2017-09-19 15:04:07+00:00,@721748 Please have her reach out to her talent service leader. They'll be happy to help.,2537416,2537417.0
2537416,721748,True,2017-09-19 17:48:14+00:00,"@AmericanAir Thank you, we sent an email to the video hosting company that ask the questions administrated the video How can we contact the team leader?",2537418,2537415.0
1217154,AmericanAir,False,2017-09-21 13:35:33+00:00,Experience Premium Economy. It’s the seat you’ve been waiting for.,"1217155,1217156,1217153,1217157,1217158,1217159,1217160,1217161,1217162,1217163",
