tweet_id,created_at,text,response_text
900353,2016-01-30 03:59:55+00:00,.@AmericanAir confirms I can take my #yoga mat as carry on luggage. Namaste 🙏🏻,"@333737 The mat would need to fit in your carry-on allotment, Hayley. Here are the dimensions: https://t.co/AqqDo7IbvB #Namaste"
900349,2016-02-02 07:47:44+00:00,@AmericanAir My yoga mat is 70cm x 11cm rolled up. Can you confirm it's within carry on limit? I was given okay by your call centre.,"@333737 Hayley, here's a great link with all our carry-on info: https://t.co/AqqDo7IbvB"
900348,2016-02-02 08:18:50+00:00,"@AmericanAir Thanks, I've seen the link but want to confirm. It says 115cm overall but individual dimensions have max 56cm? My mat is 70cm.",@333737 @AmericanAir Dear Hayley could you share what was the end of this controversy about flying with a yoga mat through AA? I'll appreciate!
240372,2016-08-27 13:39:57+00:00,"@AmericanAir The airline that loses children, seats pedophiles next to lone children.
The ""american"" way it would seem.",@173093 We take excellent care of the little ones that travel with us. Please let us know if we can help you.
1192217,2016-08-29 18:21:25+00:00,@AmericanAir#advantageprogramisworthless,@400210 We're so sorry you feel this way. What's going on?
1192215,2016-08-29 18:36:34+00:00,"@AmericanAir I have 300,000 miles that I'm never able to use for a decent price. Would you please be more like Southwest?",@400210 We're sorry you're unhappy with the award program we offer. Those miles can take you around the world and back.
1694660,2016-10-02 17:15:50+00:00,"An ""emotional support"" dog is having a massive fart attack behind me on my @AmericanAir transcon flight. Nose plugs please! #emotionalfarts","@AmericanAir 13 months later, guess who is on an @AmericanAir flight with emotional support dog full of farts? Fear not, tho! I now use American Way mag!"
1445865,2016-11-10 18:42:51+00:00,". @AmericanAir what is this??????? Dust everywhere, chipping paint. This plane is as old as an elephant!! https://t.co/NMUx9Orwvn",@455518 @AmericanAir they are THE worst! So dirty.
1445864,2016-11-10 21:55:13+00:00,@455518 @AmericanAir they are THE worst! So dirty.,@455517 @2189 @455518 @AmericanAir They don’t let me board an earlier flight even there at so many seats available ask for hig$fee I am at gate and they demand fee
866496,2016-11-14 16:12:24+00:00,@AmericanAir DFW Lost and Found is failing us again. Need to speak to a human! #AmericanAirlines #FamilyTravel #Travel #TravelBlogger,@325754 @AmericanAir I agree! Facing the same issue. I hate automation...
2581385,2016-11-18 21:18:03+00:00,Quite frustrated with @AmericanAir. Plane is delayed at the gate because the pilot is nowhere to be found. 😡,@731615 That not quite the plan we had in mind for you today. Thank you in advance for your patience.
1682965,2017-01-08 23:44:40+00:00,Flight AA172 from LAX. Re-boarded 3 times. 10:35am departure leaving close to 4pm. @AmericanAir #AmericanAirlines #theworstairline,@511572 @AmericanAir Could this be me today? Please tell me in advance so I can work and leave later... than sit at the airport the whole day and be frustrated. https://t.co/hcwtAcyKkn
1850519,2017-01-09 17:10:41+00:00,@AmericanAir New for 2017 - one more tier added to sub-first class boarding process...#snafu,@553978 We know our changes may take some time to adjust to. We'll try to make this process as smooth as possible.
1850517,2017-01-13 15:39:19+00:00,"@AmericanAir if this morning's SFO boarding process is ""system wide"", it is a change I am happy to adjust to.",@553978 Your boarding process should always be seamless and enjoyable. This is what we love to hear!
2901886,2017-01-21 19:33:35+00:00,@AmericanAir your unaccompanied minor booking process is painful.  Both of the csr I spoke to were rude.  I just went with @116450,@803772 We're sorry to hear you're disappointed with us. We'd love another opportunity to earn your business.
1937149,2017-03-20 00:56:14+00:00,Got married! Yay! Now flying home on a DIFFERENT flight than my bride. Thanks @AmericanAir for continuing to make things difficult.,"@AmericanAir you are continually wretched. Your definition of ""help"" is to create future problems. Thanks."
1031866,2017-03-29 00:44:05+00:00,@AmericanAir han pasado más de 22 días y no tengo una respuesta de la maleta que se me ROBARON  así tratan a sus clientes? hasta cuando,@AmericanAir Pueden contestar que paso con mi maleta @AmericanAir SE LA ROBARON
2442698,2017-03-29 18:27:34+00:00,. @AmericanAir need help asap,@700469 We're right here! What's going on?
2442697,2017-03-29 19:08:07+00:00,. @AmericanAir i think my planes on fire. https://t.co/Rn2VZ0mRyX,@700469 @AmericanAir nah that's just a normal landing
1031865,2017-04-03 23:33:12+00:00,@AmericanAir Pueden contestar que paso con mi maleta @AmericanAir SE LA ROBARON,@364156 Vamos a enviar un mensaje a nuestros especialistas para que alguien se comunique contigo y te den información de tu caso.
337828,2017-04-05 18:12:02+00:00,@AmericanAir New #MCO #AdmiralsClub nice inside. WiFi is super slow and bar TV only gets handful of channels. Not acceptable this day &amp; age.,@AmericanAir @19396 Back at MCO club 6 months later and nothing has changed. WiFi completely inoperable. What is your excuse this time American?
1013024,2017-04-16 21:54:50+00:00,"@AmericanAir FA comes to row 13, says first person this row to raise their hand gets the last upgrade to 1st. Then takes a woman in row 12 😡","@359489 Please reach out to a crewmember for help, Tracie."
2021014,2017-04-19 01:45:37+00:00,The @321756 should enforce every airline to offer The Godfather I &amp; II on the menu on every flight longer than three hours. cc @AmericanAir,@321756 @AmericanAir And @AmericanAir should be awarded 'Airline of the year' immediately. https://t.co/FyEvdLeCBm
1204869,2017-05-01 15:57:37+00:00,@AmericanAir please stop trying to sell me miles. They're worthless compared to SW,"@400210 We don't want you to feel that way, we love having you with us and would like to continue doing so."
1204868,2017-05-01 17:00:46+00:00,@AmericanAir Lower mileage requirements so these can be used effectively (like SW),@400210 We think our AAdvantage program is top notch; however we do value your feedback. We hope to see you in the air soon.
2835560,2017-05-17 21:41:24+00:00,First leg to an exciting Cabo visit!  @661325 @AmericanAir https://t.co/ETOGPjykOF,@789272 Thanks for including us in your family vacation. Our crew is prepared to take excellent care of you!
2379272,2017-06-11 19:58:10+00:00,@AmericanAir Two kids under 7 &amp; you switch equipment and give the 4 of us middle seats all over the airplane.  Unacceptable Speechless Livid,"@356471 We're very sorry for the inconveniences, Jim, but we know our agents did everything possible to get your family together."
2731928,2017-06-17 17:08:38+00:00,@AmericanAir disappointing that the biz class seats in your DFW-AMS flight were old-style without full recline or updated media features.,@761261 We're bringing new planes into the fleet as fast as we can.  We hope to see you on board one of our new birds soon.
879092,2017-06-28 04:01:53+00:00,"@AmericanAir Apologies, as a frequent flyer, other airlines provide the courtesy of pre-board when you fly w/ young children. Didn't know had to request.",@328707 We do things just a little different around here! We hope they all had a fabulous time on board.
1243993,2017-06-30 18:35:36+00:00,"@AmericanAir I've been flying AA exclusively for 5+ years, but this week was the worst flying experience I've ever had...please help",@411850 We don't like the sound of this. We want to get back on your good side. Where can we start?
899404,2017-07-05 21:31:47+00:00,@AmericanAir Thank you for NOT helping our family friends back home and deny them service AFTER they bought their tickets and no refund. 😡,"@333537 If you're friends are needing assistance, please have them call our specialists at 800-433-7300."
2453430,2017-07-17 18:10:13+00:00,"@AmericanAir: cust svc says ""they'll say the same - said that's as far as I could go.""  WHO will help me??","@702893 Please send us a DM with your concerns, and we'll see if we can get any help for you."
1953981,2017-07-21 11:25:47+00:00,"Disappointed @AmericanAir terrible customer service replacement for damage baggage not arrived,no response to emails. No help",@AmericanAir Thanks to Susan Holland from the baggage resolution office a satisfactory outcome has been reached
2000791,2017-07-21 20:53:47+00:00,@AmericanAir Hafsa Hazheer saved us today. Wish everyone was like her and the world would be a better place!! Thanks Hafsa!!,@AmericanAir RGRWGQ   I know it is a bit late!!!
2805831,2017-07-26 16:41:31+00:00,Charging unit on coach seats! Should be standard on every plane! Thanks @AmericanAir! A319 plane https://t.co/TpD5tpNhkt,@782565 You're very welcome! Have a great flight.
2805830,2017-07-26 18:16:20+00:00,@AmericanAir Flight attendant gave me a free drink for my birthday too! Bonus points @AmericanAir! https://t.co/vvW1ekQ28V,@782565 @AmericanAir 👍
2189758,2017-08-04 17:17:37+00:00,"@British_Airways if I'm travelling from MIA to LHR 3 Dec what are the chances of my being on an A380? Really wanna be on one, thank you :)",@641069 The BA0207 hasn't yet been refurbished. Sorry for any disappointment. ^Lisa
2189756,2017-08-05 08:28:27+00:00,"@British_Airways Ah, okay, so for the return flight to LHR, BA208?","@641069 Hi, which date of travel would you be travelling on BA208? ^TonyM"
2189754,2017-08-05 15:28:39+00:00,"@British_Airways 3rd December 2017, thank you.","@641069 Hi there, the BA208 would be one of our A380s!  You should try and get a seat in the upper deck, it's fantastic. ^Kimbers"
1530187,2017-08-07 09:20:27+00:00,"@AmericanAir Why is flight AA0735, MAN-PHL on Aug07 delayed?","@474899 It looks like there is a maintenance delay, Ben. We show an estimated departure time of 12:15p."
262549,2017-08-11 16:30:44+00:00,My 2 yr old will miss her birthday cause @AmericanAir cancelled int'l flight 12 hrs pre departure. No alternative till Sunday. #sadness https://t.co/puEDfGJ2nx,@AmericanAir Now wasting time trying to get a rebooking when I was supposed to wrap up work before holiday. @AmericanAir messing up my 1 holiday of yr
262548,2017-08-11 16:34:25+00:00,@AmericanAir Now wasting time trying to get a rebooking when I was supposed to wrap up work before holiday. @AmericanAir messing up my 1 holiday of yr,@AmericanAir Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option @AmericanAir
262547,2017-08-11 16:46:40+00:00,@AmericanAir Waited on hold for 16 min only to be directed to a full answering mach. New call hold time 11 mins. Using call back option @AmericanAir,"@178541 We don't want you to miss one bit of your holiday, Sajjad. Please follow and DM your record locator and we'll be happy to take a look."
262536,2017-08-11 17:37:52+00:00,@AmericanAir Thank you for the speedy response. Appreciate the offer for help. Will await your response. Thank you @AmericanAir,@178541 We've received and have responded to your DM.
262535,2017-08-11 18:04:30+00:00,"@AmericanAir Disappointed that from a 90 min flight, i now have a 10+ hour trip DC to Toronto via Miami, with a 2 year old, and all u can do is apologize",@178541 Please continue to work with our Reservations team at 800-433-7300. They can double check if any seats on the non-stop flight become open.
262538,2017-08-14 13:59:37+00:00,@AmericanAir Thank you but sadly no flight opened up and we had to take  the 10 hours of traveling time instead of 1.5. I understand your limitations,"@AmericanAir However, we reached Toronto to find the stroller is broken. Filed a complaint, 2 days ago, no response yet. Traveling further on Wednesday"
262539,2017-08-14 14:01:46+00:00,"@AmericanAir However, we reached Toronto to find the stroller is broken. Filed a complaint, 2 days ago, no response yet. Traveling further on Wednesday","@AmericanAir Will you fix my stroller before then, or pay for a new stroller nowI had an email to trust @AmericanAir after bad luck with reservation"
262540,2017-08-14 14:03:09+00:00,"@AmericanAir Will you fix my stroller before then, or pay for a new stroller nowI had an email to trust @AmericanAir after bad luck with reservation",@AmericanAir Am I to expect another 'apology but we can't help' or does the customer service at @AmericanAir mean more than a 'make excuses' department.
262541,2017-08-14 14:04:45+00:00,@AmericanAir Am I to expect another 'apology but we can't help' or does the customer service at @AmericanAir mean more than a 'make excuses' department.,@AmericanAir This is your second chance. Please show me you weren't lying the first time.
262542,2017-08-14 14:06:12+00:00,@AmericanAir This is your second chance. Please show me you weren't lying the first time.,@AmericanAir Followup on the issue - Happy to report that customer service @AmericanAir works. I applied for damage claims and within 7 weeks of incident
291315,2017-08-16 09:06:34+00:00,@AmericanAir thanks for the quiet oasis on top of the downstairs storm here in DCA! #Peaceful https://t.co/iP5FYInIjG,"@185365 You've got the place all to yourself, kick up your feet, and enjoy the #peaceandquiet."
326997,2017-08-19 00:15:57+00:00,@AmericanAir Gate change w/o notice 2 diff terminal flight cancelled due 2 maintenance issues no flights til SUNDAY no refunds #neveragain,@193926 Well this isn't the experience we wanted for you at all. Our sincerest apologies.
1280170,2017-08-20 03:03:29+00:00,"@AmericanAir i left my laptop in your plane flying to MAD from Charlotte Aug'16. Been a few days, no reponse, nobody answers @  lost&amp;found",@AmericanAir Follow-up after 2 mo: DHL &amp; UPS couldn't reach your airport staff to pick up single laptop. Please assist. Thanks
1587267,2017-08-22 00:43:45+00:00,"@AmericanAir @465596 Thanks to this delay my flights were cancelled. Gate agents refuse to give hotel, say that """"carasoul one is warm enough"" is this normal?","@488260 @AmericanAir Just saw this. Sounds about right at @AmericanAir - I was told “get out of here and go home,” which is exactly why I had booked a flight"
272637,2017-08-22 01:14:49+00:00,Future flts with ANY other airline  than AA when possible - lack of customer service the priority @AmericanAir,"@181092 We're so sorry this has been your experience. If we can help with anything, then please let us know."
1247249,2017-08-25 12:24:49+00:00,"@AmericanAir: With @206281 (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?",@198581 We'd love to have you come fly with us! Please contact AAdvantage Customer Service at 800-882-8880 for more info.
1038658,2017-08-27 04:38:27+00:00,My Dad just said 1k Rts and he'll get me a Canon 6D can we please make this happen https://t.co/WmlDxXkE1m,@AmericanAir can you help me please
1038655,2017-08-27 04:51:39+00:00,@AmericanAir can you help me please,"@365739 Of course, what can we help with?"
417821,2017-08-28 17:00:16+00:00,@americanair just found out you don't recycle the thousands of clear cups used each day on thousands of flights...?! Do better AA!,@214692 We love to recycle! Check out the details including our mission for reducing our environmental impact: https://t.co/pLPtpaMVOl
215486,2017-08-30 19:37:38+00:00,✈️ @AmericanAir why so stingy? I asked for ginger ale and got one small cup. Why not the whole can? Are we still in a recession? Am I crazy? https://t.co/BvuVaAV3ee,"@167209 We're sure if you let our crew know, our team would be glad to accommodate."
865977,2017-08-31 17:27:47+00:00,@AmericanAir when are you going to get rid of these old MD-80 tin cans?,@325639 We'll have the youngest fleet in the industry by the end of 2017. There's plenty of new shiny planes coming to an airport near you!
865973,2017-08-31 19:08:01+00:00,@AmericanAir I know I see them when I board this MD-80. Why can't you put one on the DFW-DTW route #planeenvy,@325639 Our MD 80's will all be off to their retirement village very soon!
435061,2017-09-05 12:09:38+00:00,@120943 @AmericanAir TSA says that you removed precheck from Term B @ PHL. Why?? When will you be bringing it back? Or should I fly Frontier? 😳,"@218347 We always want to provide you with the best options. However, things can change due to operational reasons."
435060,2017-09-05 12:28:20+00:00,"@AmericanAir 5) WHY DO YOUR LOW-COST COMPETITORS OFFER THIS WHEN YOU DO NOT, ESPECIALLY WHEN YOU OPERATE 73% OF ALL FLIGHTS FROM PHL???",@218347 Things are subject to change based on operational reasons. Please continue working with @120944 for any questions.
411867,2017-09-06 11:52:13+00:00,"Hey @AmericanAir, this remodeled @19396 at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉 https://t.co/1pFr2ircof","@213251 We're so glad you're liking the new Club at Chicago, Mike!"
411864,2017-09-06 13:20:12+00:00,"@AmericanAir 😀 service has been great too. 

... so no sneak peek then? 🤣","@213251 We like the suspense, Mike! You'll get to see it real soon."
435063,2017-09-07 15:05:21+00:00,@AmericanAir @120944 What the hell kind of answer is this?! Can you just tell me why you had pre-check removed at your terminal at PHL? (FYI @118028),@218347 @AmericanAir @120944 @118028 FYI: Terminal C is 100% pre-check.  Term B does not have pre-check anymore. AA doesn't know. It's a PHL/TSA thing.  https://t.co/1bkRmeyPEE
2614010,2017-09-10 20:24:45+00:00,On a call with @AmericanAir / @British_Airways for 40 mins. Thankfully staff are pleasant but technical infrastructure/resolution is lacking,"@738971 We're sorry to hear this, Philip. Can you give us more detail about the issue you wanted help with? Which number did you call? ^Hel"
1684322,2017-09-13 13:28:28+00:00,@AmericanAir ACK! App crashed right at TSA checkpoint. Updated this AM too. Had to get out of line and get printed BP. Pls help performance!,"@511866 We're sorry that this happened, Julie. We'd like to let our App team know. What's the make/model of your device?"
1684319,2017-09-13 15:46:02+00:00,"@AmericanAir iPhone 6s - thank u!  
Also: CLT-SFO now, wifi is really spotty.  I'm in tech so sympathetic, but these fixes would be HUGE for customers :)","@511866 Thanks, we're very sorry for any inconvenience, but will share your comments with our App team right away."
1185993,2017-09-14 03:10:37+00:00,I did look directly on your website. Are you going to add additional flights &amp; bring that price down? That's almost my mortgage payment https://t.co/6IYVySXz44,Continued to look for flights to midwest for Xmas to see family since mid-Sept. The prices have not dropped below $762. Robbery @AmericanAir
2614008,2017-09-14 09:44:27+00:00,@British_Airways US free no. To add insult to injury my first flight has been delayed by almost 2 hours and I'm likely to miss my connecting at heathrow. 1/2,@738971 passed on your comments to our Customer Experience team and will do our best to avoid this happening again. 2/2 ^L
232494,2017-09-14 21:02:44+00:00,@AmericanAir unaccompanied minor fees at time of purchase or time of flight?,"@116949 If you're paying for the whole trip, it can be done at either time. If only one part, it's collected on day of departure."
232492,2017-09-14 22:51:32+00:00,@AmericanAir I'm paying for one way back to me so it would be paid the day she travels?,@116949 You'd pay the charge at the airport when you check her in. See you both soon.
2614004,2017-09-15 17:54:26+00:00,@British_Airways I've opened a ticket - can we link up these tweets with the ticket? Thanks,"@738971 Hi Philip, if you've received a case reference then a member of our Customer Relations team will be in touch as soon as possible. ^L"
215484,2017-09-15 18:15:54+00:00,@AmericanAir I got the whole can this time. Thank you @AmericanAir 🙏🏾✈️ https://t.co/KDHW7diANm,"@167209 Treat yo self, Will. Always great to have you on board."
838512,2017-09-15 18:34:55+00:00,@AmericanAir #crapyairline look what you made me view @5119 https://t.co/C1pUwEMxQt,"@319536 We're sorry for the cancellation but if you work with our team, they'll assist you with rebooking the next available flight."
262690,2017-09-18 22:11:56+00:00,"Shout out to @115911 for keeping me connected in flight for free...
#Wifi
#FreeWifi
#GoGoInFlight
#TravelLife

#iAmLadyEDRW","@178579 @115911 #GoGoInFlight service expensive, evaporates immediately upon popping the top.  @AmericanAir should get my $$ back ~"
2537417,2017-09-19 14:54:24+00:00,Hey @AmericanAir my wife had been trying to complete the video interview but it has been giving her issues.,@721748 Please have her reach out to her talent service leader. They'll be happy to help.
2537416,2017-09-19 17:48:14+00:00,"@AmericanAir Thank you, we sent an email to the video hosting company that ask the questions administrated the video How can we contact the team leader?",@721748 @AmericanAir If you ever need a new video hosting company hit us up :D
1642016,2017-09-23 00:28:19+00:00,@AmericanAir You really need to fix things at LGA. Switching to @Delta,"@501944 What's going on, Matt. We're listening."
346219,2017-09-23 03:57:35+00:00,Like it doesn't even make sense to wait longer to board the plane than it does to arrive to my destination @AmericanAir 🙄😔,@170350 Our team does all possible to avoid delays. We're sorry for the extra wait.
346217,2017-09-23 04:27:26+00:00,@AmericanAir Does @AmericanAir just ignore its customers? So much for having a credit card with them. Not even gold status gets you anything (my hubby),"@170350 We'd like to take a further look for you, Diana. Please meet us in DM with your record locator."
1642015,2017-09-23 16:11:07+00:00,"@AmericanAir Always late, too much fuel, not enough fuel, over weight...no pilot take your pick",@501944 We want to keep things simple and apologize for the complications. We look forward to turning things around during your next flight with us.
766888,2017-09-24 01:26:31+00:00,@AmericanAir case has been opened &amp; no lock put back thnx for nothing #poorservice #NeverAgain,@303284 We're so sorry for the lost lock. Our friends at @120944 work hard to return your items the way they were received.
238310,2017-09-24 11:39:35+00:00,@AmericanAir Really annoyed been over a month since my damaged bag claim never heard back! done as told...,@143005 Please give our Baggage team a call at 800-866-4010 for updates that may be available.
697346,2017-09-24 16:34:19+00:00,@AmericanAir disgraceful service! Still waiting for my refund for a downgrade to economy on a $6k flight ...in July! Get yourself together!,@AmericanAir AA is telling me that they will reimburse me when they receive money from BA. @AmericanAir you are out of your mind! Its a joke!
2331241,2017-09-24 21:19:51+00:00,.@AmericanAir quick question,"@674863 Of course, how can we help?"
2331239,2017-09-24 21:27:30+00:00,@AmericanAir .@AmericanAir how do I find out if I'm sitting by someone cute on my flight today,"@674863 We have the #WorldsGreatestFlyers. Your seatmate is bound to be smart, funny and interesting! We'll see you on board soon."
2331237,2017-09-24 21:36:43+00:00,@AmericanAir ok cool because I'm trying to fall in love,"@674863 You never know, maybe #LoveIsInTheAir today?"
2331235,2017-09-24 21:48:45+00:00,@AmericanAir ok #update at the gate now &amp; there's a cute brunette eating doritos (cool ranch) do u think I'm sitting next to her plz respond,@AmericanAir ah my bad I'm actually flying @Delta
1428550,2017-09-24 22:07:14+00:00,"AAdvantage member since 92. AdmiralsClub member since 08. Flew &gt; 1.6 million miles w. @AmericanAir.
Clearly deserving  #ConciergeKey status.","@362481 We appreciate your loyalty, Martin, and look forward to flying many more miles with you!"
1428549,2017-09-24 22:19:50+00:00,@AmericanAir Flying w. you today to Colombia and next week to the UK and Switzerland. Looking forward to my 25- year loyalty being properly recognized.,@362481 @AmericanAir CK status isn't about mileage flown or how long you've had elite status. It's spend and influence. I've got 6.5mm and only on 3rd year of CK
2331234,2017-09-24 22:21:25+00:00,@AmericanAir ah my bad I'm actually flying @Delta,@674863 No matter which airline you're on we'll still keep our #wingscrossed that you'll meet someone great! Have a fantastic afternoon.
2331232,2017-09-25 01:47:18+00:00,@AmericanAir still single,@AmericanAir I'm back &amp; bought chocolate pretzels (white chocolate) for the flight so feeling good lol what u up to?
243093,2017-09-25 21:26:59+00:00,Mr. President shut the fuck up about NFL. Do something about our people in need in #PuertoRico. We are American citizens too.,@173727 I am with you Marc! And please call out @AmericanAir for price gouging in the middle of a crisis! Over 2k for a flight. This is inhuman!
199465,2017-09-25 22:29:13+00:00,"hello @AmericanAir.
i'm going to LA tomorrow.
would it be possible to land the plane at the nearest @JackBox?","@163026 @AmericanAir Put this into your maps, when you get off. You can thank me later. 1127 W Manchester Blvd, Inglewood, CA 90301"
246604,2017-09-26 13:42:56+00:00,@AmericanAir 😡that I'm stuck on a plane for 45 minutes to an hour while they drain the 💩 tank bcuz nozzle was stuck from previous flight.,@174579 Sorry for the hold up! We'll have you on your way as soon as we can. Thanks a lot for your patience.
201565,2017-09-26 14:55:11+00:00,"@AmericanAir remember when I was told I would be refunded and after 6 phone calls and 3 emails since then, have yet to receive anything? https://t.co/5oYvEqN2d1","@AmericanAir and 2.) I was booking another flight thru AA for another mission trip in December , but I guess I'll be rethinking that as well"
1455586,2017-09-26 15:06:15+00:00,Ud have thort difficult to lose a bag this size. @AmericanAir &amp; @British_Airways have managed it. Someone actually look pls #lostluggage 1/2 https://t.co/X6o1pvseJM,"@457862 Hi Michael, DM us your baggage reference, telephone number, email and postal address please.  Keep the file updated too!  ^Jools"
201564,2017-09-26 15:28:31+00:00,"@AmericanAir and 2.) I was booking another flight thru AA for another mission trip in December , but I guess I'll be rethinking that as well",@AmericanAir Thank you!!!
201563,2017-09-26 15:31:23+00:00,@AmericanAir Thank you!!!,@AmericanAir ...and still have yet to hear back from anyone at @AmericanAir
246602,2017-09-26 15:45:08+00:00,@AmericanAir Now we had to get a new crew. Captain lied and said they were here! Not! Waiting on a 1st officer! 😡😡😡😡😡 2 hrs 25 minutes!!,@174579 We apologize for the changes but our team will have you in the air ASAP.
890569,2017-09-26 17:20:46+00:00,@AmericanAir When will the AAdvantage Mastercard be available for use with Samsung Pay?? What's holding it back?,"@331445 We'd suggest contacting our friends at Citibank to find out more info about this, Mark. Their number is 888-766-2484."
2038469,2017-09-26 20:27:28+00:00,@AmericanAir This is explicitly fraud. I'll be contacting CA attorney general. https://t.co/zljxNb2r8U,"@602730 Mark, we're not forcing you pay for Preferred or Main Cabin Extra seats. Seats can become available if the customer decides to switch."
990271,2017-09-26 23:04:14+00:00,"@Delta ""Listening to feedback."" Here's some: Closed 1 @116988 acct today....&amp; looking to close another. #partingways @AmericanAir?",@354568 We'd love be there for all of your travel needs. Larry.
243089,2017-09-27 02:43:37+00:00,@AmericanAir @173726 Do u think oct 8 is long enough? Some People won't be able to get to the airports by then! I can't even reach my family,@173725 We're monitoring the situation closely and will post any updates for you via https://t.co/kNkPUilgez.
950670,2017-09-27 21:05:25+00:00,@AmericanAir awful service @ Logan airport trying to move my 7pm flight to 6pm to dCA,@AmericanAir Aa agent led my agent for 20 min through process &amp; then said it was too close to departure. Kept me on hold whole time.
950669,2017-09-27 21:09:40+00:00,@AmericanAir Aa agent led my agent for 20 min through process &amp; then said it was too close to departure. Kept me on hold whole time.,@AmericanAir I believe you should refund my $75 change fee because the amount of trouble you caused undid the value I received
201562,2017-09-27 23:34:30+00:00,@AmericanAir ...and still have yet to hear back from anyone at @AmericanAir,"@163604 We know you're ready to hear back. We sent it over to Refunds yesterday, and it can take a few days to get processed."
2809660,2017-09-28 02:33:32+00:00,I haven't been on a pajamas-eligible @AmericanAir flight in awhile.. new PJs? #AALDay https://t.co/dnGBUHH2j4,@163646 @AmericanAir Where were these given out? Didn't see them in my room. I guess I'll be sleeping in my basic AA PJs tonight :/
2809659,2017-09-28 02:43:28+00:00,@163646 @AmericanAir Where were these given out? Didn't see them in my room. I guess I'll be sleeping in my basic AA PJs tonight :/,@617365 @AmericanAir Hotel was a bit behind on these. Mine *just* arrived.
2809658,2017-09-28 02:44:54+00:00,@617365 @AmericanAir Hotel was a bit behind on these. Mine *just* arrived.,@163646 @AmericanAir Oh...so they are coming door to door or do we have to request them?
2809657,2017-09-28 02:45:44+00:00,@163646 @AmericanAir Oh...so they are coming door to door or do we have to request them?,@617365 @AmericanAir Door to door PJs - and to confiscate your bath amenities and replace with AA's CO Bigelow
2809656,2017-09-28 02:48:28+00:00,@617365 @AmericanAir Door to door PJs - and to confiscate your bath amenities and replace with AA's CO Bigelow,@163646 @AmericanAir Oooo fancy...lets hope they come pay me a visit!
2809653,2017-09-28 02:49:01+00:00,@163646 @AmericanAir Oooo fancy...lets hope they come pay me a visit!,"@617365 We'll see if we can't #fly some PJs right up to your room, Alex!"
