tweet_id,text,intent,reason,source_file
769333,@AmericanAir Flight 598 delayed again for four hours. Third bad experience with American airlines. I won't fly with AA anymore.,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_general_negative.csv
823270,@AmericanAir Ya ya ya. Blah blah bla waiting for the next delay announcement every 30 minutes.  The 30 minute prisoner call.  Don’t leave the Gate!!!,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_flight_disruption.csv
318713,Delayed on @AmericanAir CVG to DCA twice already and it's not even 7 a.m. Why does this always happen when I make this trip to see family?? https://t.co/9m3qa0IMg8,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2764688,@AmericanAir after multiple false starts and even boarding the plane you guys still delayed 12 hours? I only had a few days with my gf to begin with. Not the kind of service I'd expect for spending the last of my travel budget,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_checkin_boarding_overbooking.csv
2969408,"So @AmericanAir I just called to ask about my flight scheduled for Christmas Eve, and your CSR had no idea about the reports a computer scheduling glitch gave all your pilots the day off.

Can you give me assurances this flight won't be cancelled?
Or give your CSRs useful info?",Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2114296,"Intolerable treatment from @AmericanAir. They cancelled my flight for Thanksgiving, left me high and dry with no flight, and offered me only a pittance for compensation. Time to cancel my @AmericanAir credit card and switch to a company that will at least make good on a contract.",Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2239038,"1st time flying @AmericanAir. 2,5 hour delay airing for a new plane. The new plane had no onboard entertainment. We land, and the door wont unlock. I miss my next flight. They rebook me and tell me to go to my terminal for compensation. I get there and they send me back. #sotired",Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_refund_compensation.csv
1367735,Delayed in Raleigh due to AA error. Sure would be nice if I had a few drink vouchers and some free WiFi @AmericanAir,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_inflight_complaint.csv
2502290,"no matter how many times it burns me, I continue to book @AmericanAir out of DCA and get delayed by more than an hour at least half the time. It’s my fault for hoping for change, not yours for remaining consistent! #AAdvantage",Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_loyalty_program.csv
1379724,@AmericanAir On FEMUXZ leaving MRY tomorrow I get notified tonight it is cancelled and I have to fly out of SJC 80 miles away.,Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_loyalty_program.csv
1341069,@AmericanAir 2 hours on the tarmac is absolutely ridiculous bc of systems unable to reconcile. #2520 waste of customers time. time = $,Flight Delay / Cancellation / Disruption,"Message describes being held on the tarmac, the defining trigger for this intent.",candidate_general_negative.csv
2189628,@AmericanAir been at airport since 4 am its 2 pm flight AA 2327 out of omaha cancelled. Worst company ever,Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_general_negative.csv
780414,They can’t get the jetway to connect to the plane. We’ve already been delayed. I’m exhausted and this is ridiculous. I’m tired @AmericanAir.,Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_general_negative.csv
420314,"@AmericanAir This is vague, in what way? I just received another notification of another 30 minute delay (4.5 hours now).",Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2632854,@AmericanAir My flight tonight from EZE to DFW has been canceled. Can you help me rebook?,Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2531157,@AmericanAir It was AA2134 until you all delayed it HOURS before it was cancelled after midnight.,Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_flight_disruption.csv
2239057,"@AmericanAir delays the flight, washes its hands without providing any solution and doesn't show the minimum respect for its clients",Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_flight_disruption.csv
805015,@AmericanAir Not soon enough- flight cancelled. Customer service was very apologetic and will hopefully make it home 9hrs from now 🤞🏽 #worsttravelluck,Flight Delay / Cancellation / Disruption,"Message reports a cancelled flight, the defining trigger for this intent.",candidate_customer_service_complaint.csv
2846659,"@AmericanAir just had an extraordinarily frustrating and unpleasant experience on your flight from MIA to SFO. Why did you land us in Dallas, passing earlier potential emergency landings at NOR or HOU so that we could get stranded without a crew? Got to SF 12 hours late, no sleep",Flight Delay / Cancellation / Disruption,"Message reports a delayed flight, the defining trigger for this intent.",candidate_inflight_complaint.csv
1955115,drying clothes and books after luggage being left in the rain for hours by @AmericanAir Worst airline ever!!! https://t.co/CCVzslFAKb,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
2355384,@AmericanAir I'm resorting to Twitter for answers on the gate agent who somehow lost my luggage between the gate check &amp; the plane as i was boarding. Unreal.,Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
2756391,@AmericanAir 2427 to DFW waiting 55 minutes for bags and baggage representative can’t help,Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
253593,@AmericanAir u never seem able to expedite baggage claim. 59 mins &amp; counting. Will u tell me how sorry u are? Platitudes. Do better.,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
241478,"Dear @AmericanAir, my flight got delayed so I switched flights. My bags are MIA. Can you assist?",Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
177506,Man how did @AmericanAir mess up my baggage twice... sent that boy to a different city🤦🏾‍♂️. Hopefully my mom will grab my bag😪,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
2482874,@AmericanAir Already sent.   I shouldn't have to do this so many times.  No one can help. Lost luggage after traveling from HKG.  Still in same clothes,Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
1472993,@AmericanAir I got home finally 7 hours after my scheduled flight with wet luggage.,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
953413,@AmericanAir App says that the bags arrived at baggage claim at 4:26. The first bag from my flight just came out at 4:43pm.,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
965475,@AmericanAir missing a small bag with jewelry I packed in my suitcase today 10/21/17 from PHX to AUS flight. Who can I contact? Help!,Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
121206,@AmericanAir I believe I should be compensated for my delayed flight AND lost luggage. Now I'm sitting outside of a different airport with none of my belongings even though I was told otherwise.,Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
2264299,@AmericanAir I'm flying again on @AmericanAir and i will be locking my own luggage with my OWN pad lock ... i will mention i had property stolen on a recent flight flying on board @AmericanAir when i check in .,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
1219396,@AmericanAir I am still having trouble finding my lost item. I filed the form &amp; have called baggage services at DCA &amp; someone is being rude,Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
425929,"@AmericanAir you made me miss my flight to Athens, lost my luggage, then found it but with a broken wheel + missing my $50 luggage tag. https://t.co/4e9rreqpqT",Baggage Problem,"Message centers on a lost/missing bag, matching Baggage Problem.",candidate_baggage_problem.csv
2754057,"@122128 has awful baggage service. 30 min after my @AmericanAir flight parks, still no bag. 👎#Lackluster #Slacking",Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_general_negative.csv
2708069,@AmericanAir I've been waiting over an hour for my luggage! This is unacceptable. I am seriously considering cancel my advantage membership and credit card. Get your business together,Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_loyalty_program.csv
886441,"@AmericanAir Your airplanes were late the entire day, delayed by an hour. Your aircrafts' overhead space does not fit carry on bags, thus",Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
1093498,@AmericanAir They refused to give me my luggage! They would not work with me! I am still LIVID! I'm stuck here 24 hours &amp; needed very important meds.,Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
26473,@AmericanAir Aaaaaand... you baggage customer assistance office at VPS is closed. Now what?,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
2194771,"@AmericanAir Unfortunately, my newer suitcase was badly damaged on last flight. The pull-up handle was broken and would not rise or lower. Tried to resolve at AA luggage office at Denver airport but they were closed. Please replace my luggage!",Baggage Problem,"Message centers on a damaged bag, matching Baggage Problem.",candidate_baggage_problem.csv
2551860,"@AmericanAir I don't have time to wait for my bag when I got to catch the bus and train from the airport in NYC!

But I guess that's that bullshit yall be on!",Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
634304,We are in Paris and our luggage is in Philly @AmericanAir 🙁,Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
744360,"Update on my luggage, it is now in WV and currently being driven 2 hours to my home @AmericanAir  has been great getting my luggage to me",Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
1034395,"Nice job @AmericanAir and @151271! It’s 1am, flight landed 40 minutes ago and this is what the baggage carousel looks like: empty. https://t.co/3t2D0TXgGX",Baggage Problem,"Message centers on a checked-baggage problem, matching Baggage Problem.",candidate_baggage_problem.csv
2708077,Never fly @AmericanAir. Force me to check my bag. Delay flight 4 hours. Take everyone off plane. Don’t let me get my bag with my phone charger while phone is dying. And then tell me to check flight updates on my phone.,Baggage Problem,"Message centers on a delayed bag at claim, matching Baggage Problem.",candidate_baggage_problem.csv
2731943,@AmericanAir trying to upgrade an existing reservation. I got through to someone who is helping me.  THANK YOU!,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_positive_feedback.csv
1621691,First Class complementary upgrade with an empty seat next to me!! Thank you @AmericanAir,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_seat_upgrade.csv
2816873,@AmericanAir  just wanted to acknowledge Capt. Stevenson on flight 162 in Honolulu. We are significantly delayed due to maintenance and he has handled the  situation perfectly and kept everyone informed and comfortable. Well done and kudos to a great pilot,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
2918253,"@AmericanAir yo, yalls people did fantastic on aa1402 DFW -&gt; SeaTac @111941 today on my first flight w yall. Your pilot was amazing on landing too. Can you please pass on my appreciation?! I know I made the right flight choice!",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_positive_feedback.csv
2497504,"@AmericanAir 
Thanks for the great service, BOI to ORD. Moved to first class for weight/balance fix and treated like I paid for it. You've got a new loyal customer that travels almost weekly.",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_inflight_complaint.csv
2894138,@AmericanAir the gate agent at C18 for flight #2009 out of PHL was tremendous.  Didn’t get the name but many thanks for the accommodation!,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_customer_service_complaint.csv
2607130,"@AmericanAir -thank you so much for accommodating me in changing my flight.
#youguysrock",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
335341,Thanks for letting us turn the Orlando admirals club into kids camp. Great Service here. @AmericanAir https://t.co/PBfgY14iBp,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_customer_service_complaint.csv
848782,Appreciate the upgrade this morning @AmericanAir! Gold status pays off from time to time.,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_loyalty_program.csv
2548763,"I know people are down on airlines, but @AmericanAir just helped me out of a jam. Never disappointed with their service. #thanks",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_inflight_complaint.csv
351043,@AmericanAir Thanks to the flight  crew for making flight 2042 (ORD to DFW) fantastic!,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
463633,Thanks @AmericanAir Flight 495...excellent in-flight staff...especially Roma. ❤,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_positive_feedback.csv
1351238,"Great flight @AmericanAir RNO to DFW... new, comfortable plane &amp; first class entertainment! Next leg DFW to TUL. #TulsaRun 15K tomorrow!👍✈️😀 https://t.co/bTP6zQ7YsJ",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
1300943,"You know, sometimes all it takes is amazing social/cust service to switch from 1 airline to another. Well done @AmericanAir. 👍🏽👏🏽",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_inflight_complaint.csv
748915,Got to Cincy safely. Thank you @AmericanAir for that and for getting me hooked on Biscoff cookies. 😂,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_positive_feedback.csv
1199838,"Home again, Home again. Thanks @AmericanAir #dallasbig #catchflightsnotfeelings ✈️🍷✈️🍷 https://t.co/9Z8DJM353a",Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
3620,@AmericanAir thanks for awesome flight home #Dreamliner https://t.co/ArQkp3oZh2,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_flight_disruption.csv
1486395,@AmericanAir Roger that! Thanks for the quick response!! ❤️✈️@AmericanAir !! #AADVGOLD #Flyaway,Compliment / Positive Feedback,Message expresses unambiguous praise/gratitude toward AA staff or the flight experience with no open request.,candidate_positive_feedback.csv
2254688,"@AmericanAir yo y'all got some broken code on your online check-in, when I submit for online check-in with a green card it gives me an endless loop of having to enter green card info, I think its turning the green card number to asterisks before form validation and failing","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
1013279,@AmericanAir it took a us 2 hours to get through check-in &amp; security. Told to go in different lines #missedflight #frustrated,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2915365,"Okay @AmericanAir, why can I add one boarding pass to Apple Wallet but the next one (in the same email) seems to trigger your systems to go down? Don’t ask me to try again AGAIN.","Check-in, Boarding & Overbooking Issue","Message describes a boarding pass problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
965364,"Hey @AmericanAir ,since when did group 6 become Priority Boarding and not group 4?Apparently DFW AA Check In thinks that.","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
1150683,@AmericanAir Why would it cost money to check in? Why are you all so pushy about checking bags?,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
880205,@AmericanAir is this what you call customer service at O’hare? 5 people and three standing around at priority Check in? https://t.co/e9yp59kWRH,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2394036,@AmericanAir It’s great your social media is faster than your check in process.,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
1871158,@AmericanAir this is a dumb one but... app updated; I *think* I checked in; but I'm not sure- did ask/allow me to get boarding pass. Help?,"Check-in, Boarding & Overbooking Issue","Message describes a boarding pass problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
1540223,"@AmericanAir Imagine a hotel at check-in saying your room will be ready in 30 minutes, 30 minutes, 30 mins... Oops, sorry, you can’t check in tonight.","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2390728,"@AmericanAir If I purchase a ticket, that should be the end of transactions pertaining to seating. I shouldn't attempt to check-in only to find out that I'm not able to do so because an airline is attempting to extort people. I'll take my business elsewhere and make sure everyone knows why.","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2812244,@AmericanAir why do you overbook flights? It’s completely unfair to the passengers who are trying to get home for the holidays and can’t because you got greedy. 🤬,"Check-in, Boarding & Overbooking Issue","Message describes an overbooking/bumping issue, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
350693,Hey @AmericanAir. I have a mobile boarding pass &amp; the gate on it was in a completely different terminal than my flight is leaving. Not cool.,"Check-in, Boarding & Overbooking Issue","Message describes a boarding pass problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
890709,@AmericanAir #fail #AA advised to get on standby list by 2 AA people at gate #cantgeton standby!!,"Check-in, Boarding & Overbooking Issue","Message describes a standby/boarding-list issue, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2925944,"When can you not use First Class check in? When your flying @AmericanAir @116147  ""it's for celebrities only"" #FirstWorldProblems","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2603719,"@129017 @AmericanAir Why does that matter? He helps me load the painting to carry it inside and gets me to the check in counter. I went to go check in, get to the kiosk only to find out somebody else has checked a bag under my name. How is that possible? Isn’t that against FAA regulations?","Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2057005,@AmericanAir so disappointed that my husband had to deplane after being told by gate agent that he had a seat on flight from PHL to CHS.,"Check-in, Boarding & Overbooking Issue","Message describes a boarding/gate process problem, matching Check-in/Boarding/Overbooking.",candidate_customer_service_complaint.csv
664544,@AmericanAir It also appeared that an employee leapfrogged me as she was thanking the gate agent for getting her on the flight. I am Platinum Pro.,"Check-in, Boarding & Overbooking Issue","Message describes a boarding/gate process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2590812,@AmericanAir so your computer system is now not letting me check in? You guys are the worst,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
1359096,@British_Airways How to solve the @AmericanAir check-in problem if can’t do it online bc of BA codes &amp; very little time at ORD B4 flight after passport cntrl,"Check-in, Boarding & Overbooking Issue","Message describes a check-in process problem, matching Check-in/Boarding/Overbooking.",candidate_checkin_boarding_overbooking.csv
2720929,"@AmericanAir My TSAPre notation disappeared off my mobile and printed boarding pass. The loveliest ticket counter agent helped me out and added it, but she says it’s happening to a lot of people. Wanted to add my voice to say I hope it’s fixed soon.","Check-in, Boarding & Overbooking Issue","Message describes a boarding pass problem, matching Check-in/Boarding/Overbooking.",candidate_customer_service_complaint.csv
2633465,"Asking customers to pay $40 for inflight WiFi, on a domestic US flight is preposterous @AmericanAir !! I pay the same amount for an ENTIRE MONTH with @116136",In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2578975,"Wow. Flying @AmericanAir from LAX to AUS first class and #AdmiralsClub is closed and no in-flight meal. Just offered us a $50 voucher for the meal issue. That’s a joke. Come on #AATeam, for an almost $1K ticket (each for 3 of us), $50 voucher is a joke.",In-Flight Experience Complaint,"Message reports an onboard food/beverage service issue occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
97846,"@AmericanAir I’m onboard AA2241 bounded to Guatemala City. Your chief flight attendant is extremely rude. Terrible demeanor. In addition she makes this “terrible” remark over the PA: “we have a full flight today, as for some reason everyone wants to go to Guatemala.” Not nice!",In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2030563,6.5 Hours flying time drink cart thru twice food once 5 hrs ago. #thirsty #hungry #wheresmyfreesnacks #jetsetting @AmericanAir #stepupurgame,In-Flight Experience Complaint,"Message reports an onboard food/beverage service issue occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
409794,"@AmericanAir 6 hour flight for 2, 1 year old plane, neither entertainment system worked. 2.5M lifetime miles - any suggestions?",In-Flight Experience Complaint,"Message reports a broken in-flight entertainment system occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2383892,@AmericanAir The female flight attendant didn’t do her job on that flight and she was very rude and unhelpful,In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_customer_service_complaint.csv
2309187,@AmericanAir very disappointed in my recent trip from jfk to lax . Your flight attendant was beyond rude,In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_customer_service_complaint.csv
2282493,@AmericanAir I'm on the plane talking on the wifi to my girl about what time I land and a flight attendant comes over to me rude as ever demanding I hang up like I was in prison. I told her I was on wifi and she told me very rudely I don't think u can use it let me ask.,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_customer_service_complaint.csv
1193541,@AmericanAir you're inflight wifi is BRUTAL,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_flight_disruption.csv
331016,Glad it's a night game since there is no wifi on my first flight #GoBlue!!! #bigproblems #AmericanAirlines,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
177498,The crew on this @AmericanAir flight 2337 from DFW to SAN in first class is horrendous. The FA going around to everyone who preordered cheese plates telling them only 2 get them and what their names are. Embarrassing. She’s handling this in the worst possible way.,In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2363451,Purchased AA In Flight WiFi JUST to let @AmericanAir how disappointed I am with their level of stinginess! #12DollarTweet,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
304077,@AmericanAir cmon guys I pay a million dollars for in flight Wi-Fi and It didn't even work it's 2017 I think I deserve free flights/drinks for life it's only fair https://t.co/EFrc6iVXHe,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_flight_disruption.csv
270389,@116462 @AmericanAir gogo wifi is the worst.  Always slow.  Flew Phl to SFO this week.  Same as always trying to send emails. https://t.co/LAWNUiOWtd,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_general_negative.csv
623265,@AmericanAir flight attendant crew horrible tonight Fly 809 crazy bad at Service,In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_general_negative.csv
1913406,Your female flight attendant is rude. “I need you to sit in your seat”!  And way before boarding door was closed @AmericanAir #ihavechoices,In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2898440,"@AmericanAir MIA D15 Admirals Club has no WiFi. Staff says its down since yesterday. 
Business &amp; work are primary reasons most signup for a membership because the clubs have excellent WiFi. 
WiFi down should be the highest priority to fix - over 24 hrs is unacceptable!",In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_inflight_complaint.csv
2180474,I almost exclusively fly @AmericanAir and I'm a card holder but I really think it's crazy that they charge me $40 to have wifi for a 3.5 hour flight. Why isn't this free yet? Not to mention this wifi takes 5 minutes to load a web page. If I'm paying for it I expect very fast wifi,In-Flight Experience Complaint,"Message reports an in-flight WiFi problem occurring during the flight, matching In-Flight Experience Complaint.",candidate_refund_compensation.csv
1795994,"@AmericanAir pls stop trying 2 sell me credit cards whn I'm helplessly strapped in at 35K feet BTW, Flight attendant say they get commission",In-Flight Experience Complaint,"Message reports crew behavior during the flight occurring during the flight, matching In-Flight Experience Complaint.",candidate_refund_compensation.csv
