tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2061244,AmericanAir,False,2017-10-06 11:23:08+00:00,"@193661 We show that your upgrade cleared for your flight from CLT-GNV tomorrow. Is this the flight you're referring to? If not, DM more info.",,2061245.0
2057005,185789,True,2017-10-06 22:01:11+00:00,@AmericanAir so disappointed that my husband had to deplane after being told by gate agent that he had a seat on flight from PHL to CHS.,2057002,
2057002,AmericanAir,False,2017-10-06 22:03:52+00:00,@185789 We're very sorry for the confusion about the amount of seats on board. Our airport team will go over the next steps with your husband.,"2057003,2057004",2057005.0
2057004,185789,True,2017-10-06 22:06:38+00:00,@AmericanAir I am sure you will take the steps to make this right.,,2057002.0
2057003,185789,True,2017-10-06 22:12:00+00:00,@AmericanAir I sent you his cell number via DM. He is telling me the folks in the terminal are not being helpful.,"2057006,2057007",2057002.0
304077,188602,True,2017-10-06 22:18:10+00:00,@AmericanAir cmon guys I pay a million dollars for in flight Wi-Fi and It didn't even work it's 2017 I think I deserve free flights/drinks for life it's only fair https://t.co/EFrc6iVXHe,304075,
2057007,170351,True,2017-10-06 22:36:55+00:00,"@185789 @AmericanAir Don't be so sure. I hope they own up to their mistake and correct this grievous error, but be vocal if they do not make this right.",,2057003.0
2057006,AmericanAir,False,2017-10-06 22:37:13+00:00,"@185789 Reservations is available to help at 800-433-7300 however once the airport has control of the seat map, they won't be able to assign seats.",,2057003.0
304075,AmericanAir,False,2017-10-06 22:43:28+00:00,"@188602 While we're not able to honor that request, if it's Gogo Wi-Fi, please give them a shout @116462. They'll be happy to assist.",304076,304077.0
304076,188602,True,2017-10-06 22:48:18+00:00,@AmericanAir @116462 I loved u guys at @AmericanAir and u hurt my feelings by doing this...im sorry but right now I'm cheating on u with @Delta hope u forgive me,304078,304075.0
304078,AmericanAir,False,2017-10-06 23:19:20+00:00,"@188602 We forgive you, but we want you back soon!",304079,304076.0
304079,188602,True,2017-10-07 01:03:47+00:00,@AmericanAir Okay good glad me wade up and dont worry im back soon i got a flight with  u to Cabo in a few weeks how bout a few first class upgrades and a few few drink tickets for me and my boys not too much to ask wuddaya say?,304080,304078.0
304080,AmericanAir,False,2017-10-07 01:26:22+00:00,"@188602 We don't have those powers here, but we'll take great care of you on board.",,304079.0
318713,192035,True,2017-10-07 10:32:38+00:00,Delayed on @AmericanAir CVG to DCA twice already and it's not even 7 a.m. Why does this always happen when I make this trip to see family?? https://t.co/9m3qa0IMg8,318712,
318712,AmericanAir,False,2017-10-07 10:37:02+00:00,@192035 Our maintenance team is working to get the plane ready to go. We're estimating a 11:15a departure. We're sorry for the wait.,,318713.0
762505,302185,True,2017-10-07 12:20:02+00:00,Just had the worst customer service experience EVER with gate agents for @AmericanAir in ATL. Can’t believe you all hire folks like this...,762503,
762503,AmericanAir,False,2017-10-07 12:28:47+00:00,@302185 This isn't what we like to hear. We count on our team to always provide you with great service. Let us know if we can help.,762504,762505.0
762504,302185,True,2017-10-07 12:30:43+00:00,@AmericanAir Filed complaint on your website and multiple outlets. Would love someone to contact me so I can tell the story. Severely inconvenienced 2day,,762503.0
351043,199521,True,2017-10-07 17:04:00+00:00,@AmericanAir Thanks to the flight  crew for making flight 2042 (ORD to DFW) fantastic!,351042,
331016,194813,True,2017-10-07 17:43:31+00:00,Glad it's a night game since there is no wifi on my first flight #GoBlue!!! #bigproblems #AmericanAirlines,331015,
331015,AmericanAir,False,2017-10-07 17:54:14+00:00,@194813 We don't like seeing our customers disappointed. We're doing all we can to update our fleet by the end of 2017: https://t.co/Cqtk8kHZip,331014,331016.0
331014,194813,True,2017-10-07 17:58:25+00:00,@AmericanAir I hope so. I fly a lot and always on AA as a platinum member. No technology on these long haul flights is not great. Thx.,331013,331015.0
331013,AmericanAir,False,2017-10-07 18:00:31+00:00,@194813 We'll be done soon. Thanks for hanging in there with us.,,331014.0
335341,195941,True,2017-10-07 20:32:31+00:00,Thanks for letting us turn the Orlando admirals club into kids camp. Great Service here. @AmericanAir https://t.co/PBfgY14iBp,335340,
335340,AmericanAir,False,2017-10-07 20:51:19+00:00,@195941 How fantastic! We love that our #AATeam is making you feel right at home. Have a fantastic afternoon.,,335341.0
350693,199436,True,2017-10-08 10:12:16+00:00,Hey @AmericanAir. I have a mobile boarding pass &amp; the gate on it was in a completely different terminal than my flight is leaving. Not cool.,"350692,350694,350695",
350692,AmericanAir,False,2017-10-08 10:43:32+00:00,"@199436 Gate changes may happen, our apologies.",,350693.0
350695,199436,True,2017-10-08 10:51:35+00:00,@AmericanAir NP. Just wished there were auto updates to mobile pass. (I'm a millennial and was using my phone frequently to make sure flight was on time),1109403,350693.0
1109403,AmericanAir,False,2017-10-08 10:57:15+00:00,@199436 We understand and always want to provide our customers the latest alerts and updates. Are you signed up with us at: https://t.co/h88H9iXqqT,,350695.0
351042,AmericanAir,False,2017-10-08 10:59:42+00:00,"@199521 Roger, thanks for flying with us! We know our wonderful crew enjoyed having you on board. We can't wait to see you again.",,351043.0
2069803,612108,True,2017-10-08 19:48:01+00:00,@AmericanAir I've been waiting 6 weeks for a partial refund and mileage credit. Can you help me get this resolved?,2069802,
2069802,AmericanAir,False,2017-10-08 20:36:18+00:00,@612108 We can certainly try. Please provide us with all the info you've including your six letter record locator and/or ticket numbers thru DMs.,,2069803.0
389460,208180,True,2017-10-09 14:56:14+00:00,@AmericanAir Yeah I do have a problem tho... I’m trying to use my miles to upgrade a flight on @153717 and it’s not working. Help!,389462,389459.0
389462,AmericanAir,False,2017-10-09 15:46:00+00:00,"@208180 You may have to work with them directly but if you can DM your AA record locator, we'll be happy to take a peek.",,389460.0
409794,212723,True,2017-10-09 22:04:00+00:00,"@AmericanAir 6 hour flight for 2, 1 year old plane, neither entertainment system worked. 2.5M lifetime miles - any suggestions?",409793,
409793,AmericanAir,False,2017-10-09 23:26:26+00:00,"@212723 Was this only at your seats, and did you let the crew know? Please DM your record locator and we'll forward this.",,409794.0
420314,215187,True,2017-10-10 06:40:40+00:00,"@AmericanAir This is vague, in what way? I just received another notification of another 30 minute delay (4.5 hours now).",420313,420315.0
420313,AmericanAir,False,2017-10-10 06:43:17+00:00,@215187 We're working hard to get you on your way. Let us know when you arrive and we'll take a closer look at this.,,420314.0
425929,216306,True,2017-10-10 11:35:55+00:00,"@AmericanAir you made me miss my flight to Athens, lost my luggage, then found it but with a broken wheel + missing my $50 luggage tag. https://t.co/4e9rreqpqT",425927,
425927,AmericanAir,False,2017-10-10 11:51:59+00:00,"@216306 Oh no, we always want to take the best care of you and your bag. If you haven't, please file a claim with our Baggage team.",425928,425929.0
425941,216309,True,2017-10-10 11:52:06+00:00,@AmericanAir Still no excuse for your Customer disservice to be rude about it and treat me like an idiot.,426199,425940.0
425928,216306,True,2017-10-10 11:52:56+00:00,@AmericanAir How soon do I have to? I'm running late for a new flight I had to book and can't right now. Can I when I get home next week?,425930,425927.0
426199,AmericanAir,False,2017-10-10 12:02:13+00:00,@216309 We expect our agents to be polite and helpful at all times and we're sorry that you experienced differently.,426200,425941.0
425930,AmericanAir,False,2017-10-10 12:03:31+00:00,"@216306 For an international flight, you have seven days to file a report.",425931,425928.0
435293,218401,True,2017-10-10 16:35:54+00:00,Gave up window seat so family could be together now stuck in middle seat with stinky food eater. Hope airline Gods noted. @AmericanAir,435292,
435292,AmericanAir,False,2017-10-10 16:40:10+00:00,@218401 That was so sweet of you! We know that family is so happy. Check with our crew there may be another seat that may be open.,,435293.0
436578,218683,True,2017-10-10 16:46:21+00:00,So @AmericanAir is the worst airline on the planet ....... if you didn't already know,436576,
436576,AmericanAir,False,2017-10-10 17:04:11+00:00,@218683 We want to provide the best service for our customers. Please let us know how we can help?,436577,436578.0
436577,218683,True,2017-10-10 17:10:10+00:00,"@AmericanAir I don't know where to start , so many complaints for this airline ..",436579,436576.0
436579,AmericanAir,False,2017-10-10 17:26:38+00:00,"@218683 We're happy to listen, please feel free to DM details.",436580,436577.0
436580,218683,True,2017-10-10 17:49:35+00:00,"@AmericanAir Won't even waste my time, just never flying with AA again, not to mention your employees are the most disrespectful people in the airport",,436579.0
754682,300406,True,2017-10-11 15:16:34+00:00,"@AmericanAir I sent my refund request 24 hours from my purchase (for a full refund like your policy says) but when I look up the status of it, it show no record of my refund request &amp; yes I typed in the correct ticket number.",754681,
754681,AmericanAir,False,2017-10-11 15:17:52+00:00,@300406 We'd be happy to take a closer look into your reservation. Please follow and meet us in DMs with your ticket number starting with 001.,754680,754682.0
754680,300406,True,2017-10-11 15:21:11+00:00,@AmericanAir Thank you! I just sent them.,754678,754681.0
754678,AmericanAir,False,2017-10-11 15:23:03+00:00,@300406 We've received it. We'll send you a response in just a moment.,754679,754680.0
754679,300406,True,2017-10-11 15:23:16+00:00,@AmericanAir Thank you!,,754678.0
744360,297978,True,2017-10-11 15:59:51+00:00,"Update on my luggage, it is now in WV and currently being driven 2 hours to my home @AmericanAir  has been great getting my luggage to me","744359,744361",
744359,AmericanAir,False,2017-10-11 16:07:18+00:00,@297978 We're glad the bags will be safely back in your hands soon.,,744360.0
748915,294536,True,2017-10-11 17:10:40+00:00,Got to Cincy safely. Thank you @AmericanAir for that and for getting me hooked on Biscoff cookies. 😂,748914,
748914,AmericanAir,False,2017-10-11 17:16:20+00:00,"@294536 We have the best crew in the business! We love those cookies, too.",,748915.0
1780173,534843,True,2017-10-11 19:56:09+00:00,@AmericanAir I’m 5 segments short of achieving Gold status for the first time! Any offers to get me over the threshold? #soclose,1780171,
426200,216309,True,2017-10-11 20:00:01+00:00,@AmericanAir Robotic and uncaring. Do you hire them from the DMV?,,426199.0
1780171,AmericanAir,False,2017-10-11 20:29:01+00:00,"@534843 You may want to contact AAdvantage Customer Service, Eric. They can give you some options on how you can achieve status. Call 800-433-7300.",1780172,1780173.0
1780172,534843,True,2017-10-11 20:34:05+00:00,"@AmericanAir Okay, thank you!",,1780171.0
769333,292562,True,2017-10-11 22:23:11+00:00,@AmericanAir Flight 598 delayed again for four hours. Third bad experience with American airlines. I won't fly with AA anymore.,769329,
770155,303911,True,2017-10-11 22:41:29+00:00,"@AmericanAir Why NO refund for tix to SXM for 12/14? Cat 5 Irma blew accommodations into the sea!  Emailed CEO 18 days ago, no response. :(","770154,770156",
769329,AmericanAir,False,2017-10-11 22:45:16+00:00,"@292562 Please verify the flight number, Archit. We're showing an estimated departure at 4:10p with an original time of 3:30p.","769330,769331,769332",769333.0
769331,292562,True,2017-10-11 22:57:16+00:00,@AmericanAir That's what they announced at Kiosk. Do you see people standing here. Boarding hasn't been started yet. https://t.co/bA0QgkGGTf,,769329.0
769332,292562,True,2017-10-11 23:08:04+00:00,@AmericanAir Boarding just got started,,769329.0
769330,292562,True,2017-10-11 23:08:55+00:00,@AmericanAir But still this will be my last American flight. Just tired of delayed flights.,769334,769329.0
770156,AmericanAir,False,2017-10-11 23:22:19+00:00,@303911 We're waiving the applicable change charges and allowing a change of destination. See here for details: https://t.co/kNkPUilgez,,770155.0
770154,AmericanAir,False,2017-10-11 23:28:55+00:00,"@303911 Karen, we've sent you a DM with additional information we know will make you happy.",,770155.0
769334,AmericanAir,False,2017-10-11 23:37:01+00:00,@292562 We're sorry about the delayed departure and we'll have you wheels up shortly.,,769330.0
780414,306329,True,2017-10-12 05:48:30+00:00,They can’t get the jetway to connect to the plane. We’ve already been delayed. I’m exhausted and this is ridiculous. I’m tired @AmericanAir.,780413,
780413,AmericanAir,False,2017-10-12 05:52:24+00:00,@306329 Our team's working as quickly as possible to get you on your way. We're truly sorry for the extra wait at the gate.,,780414.0
1795994,539662,True,2017-10-12 14:59:27+00:00,"@AmericanAir pls stop trying 2 sell me credit cards whn I'm helplessly strapped in at 35K feet BTW, Flight attendant say they get commission",1795993,
1795993,AmericanAir,False,2017-10-12 15:03:15+00:00,"@539662 We just want to make sure that our customers are aware of great opportunities, products, and promotions that everyone can benefit from.",,1795994.0
805015,311831,True,2017-10-12 17:41:39+00:00,@AmericanAir Not soon enough- flight cancelled. Customer service was very apologetic and will hopefully make it home 9hrs from now 🤞🏽 #worsttravelluck,805017,805014.0
805017,AmericanAir,False,2017-10-12 17:47:24+00:00,@311831 We know that's disappointing. Getting you home safe to family and friends is the most important part.,805018,805015.0
805018,311831,True,2017-10-12 21:59:33+00:00,@AmericanAir at least the algorithm for flying standby worked in my favor- on a flight home 3 hours earlier than initially rebooked for #SilverLinings,,805017.0
823270,316115,True,2017-10-12 23:22:05+00:00,@AmericanAir Ya ya ya. Blah blah bla waiting for the next delay announcement every 30 minutes.  The 30 minute prisoner call.  Don’t leave the Gate!!!,823269,823271.0
823269,AmericanAir,False,2017-10-12 23:37:11+00:00,"@316115 Our team will keep you posted. They want to keep you close so if able, we can start boarding earlier.",,823270.0
825218,316537,True,2017-10-13 00:39:54+00:00,@AmericanAir We finished boarding 15 min ago. Door still open and no updates on what new delay is from pilot or attendants. This is ridiculous now.,,825215.0
833252,318430,True,2017-10-13 06:31:47+00:00,"@AmericanAir why issue me a voucher &amp; tell me it's transferrable when it's not, then blow me off when it expires. terrible customer service",833251,
833251,AmericanAir,False,2017-10-13 06:32:54+00:00,"@318430 Vouchers can be used to purchase travel for other people, Joyce. We're sorry for any confusion.",833246,833252.0
833246,318430,True,2017-10-13 06:35:55+00:00,"@AmericanAir Dear AA, I keep getting contradicting messages from different departments including airport staff + Customer Relations #pleasehelp!",833244,833251.0
833244,AmericanAir,False,2017-10-13 06:41:01+00:00,"@318430 Vouchers can be used to book travel for other passengers, but once expired cannot be extended.",833245,833246.0
833245,318430,True,2017-10-13 06:45:35+00:00,@AmericanAir What about for special circumstances? like the fact that there were so many restrictions placed on the voucher? Please help! :( #IloveAA,833247,833244.0
833247,AmericanAir,False,2017-10-13 06:47:59+00:00,"@318430 We're unable to extend the validity, Joyce. We're sorry for the inconvenience.",833248,833245.0
833248,318430,True,2017-10-13 06:51:47+00:00,@AmericanAir Please take a look at the case instead of outwardly rejecting it without even hearing your customers' story.,833249,833247.0
833249,AmericanAir,False,2017-10-13 07:00:25+00:00,@318430 Feel free to meet us in DM with your customer relations claim number and more info.,833250,833248.0
833250,318430,True,2017-10-13 07:24:04+00:00,"@AmericanAir cool, so I just DM'd you? I'm hoping you'll still respond and acknowledge it, even though it's not a public tweet!",,833249.0
839518,319733,True,2017-10-13 12:45:52+00:00,@AmericanAir It would have been better to have a notification that exit row seats on this plane are 4 inches less wide than a standard seat....$85 more 😒,839520,839517.0
848782,321693,True,2017-10-13 12:53:39+00:00,Appreciate the upgrade this morning @AmericanAir! Gold status pays off from time to time.,"848781,848783",
839520,AmericanAir,False,2017-10-13 12:57:01+00:00,@319733 Exit row seating provides extra leg room to stretch out a bit.,,839518.0
848781,AmericanAir,False,2017-10-13 13:00:57+00:00,"@321693 We appreciate you, David! That's our way of saying thanks for your loyalty! Enjoy your flight.",,848782.0
848783,321693,True,2017-10-13 16:44:30+00:00,@AmericanAir And again for my connection! @AmericanAir coming through. Nice!,886144,848782.0
886144,AmericanAir,False,2017-10-13 17:15:42+00:00,"@321693 Today is your #luckday, David! Enjoy the extra comfort.",,848783.0
1091536,315108,True,2017-10-13 19:55:31+00:00,@AmericanAir I have just reached my destination. Please review my trip details and proceed to refund.,1091535,1091537.0
1091535,AmericanAir,False,2017-10-13 19:57:14+00:00,"@315108 We're unable to offer a refund, but will further review the delays you've encountered this trip, and be back with you soon.",,1091536.0
965364,349071,True,2017-10-14 03:26:55+00:00,"Hey @AmericanAir ,since when did group 6 become Priority Boarding and not group 4?Apparently DFW AA Check In thinks that.",965358,
965358,349071,True,2017-10-14 03:29:43+00:00,@AmericanAir What is the point of paying for EP card when we books flights and don't  get priority access or boarding?  Terrible customer service by AA,965356,965364.0
965356,AmericanAir,False,2017-10-14 04:08:41+00:00,"@349071 Group 5 is our Preferred Boarding group, take a look here for more information, https://t.co/ro6Ga4IF3C.",965357,965358.0
965357,349071,True,2017-10-14 11:11:07+00:00,"@AmericanAir Still not group 6 and as executive cardmembers, it should be group 4.  Correct?",965359,965356.0
965359,AmericanAir,False,2017-10-14 11:18:00+00:00,"@349071 Our apologies for the confusion, Stefan. Please provide your record locator so we can look into this.",965360,965357.0
1013279,359770,True,2017-10-14 14:22:19+00:00,@AmericanAir it took a us 2 hours to get through check-in &amp; security. Told to go in different lines #missedflight #frustrated,1013278,
1013278,AmericanAir,False,2017-10-14 14:48:36+00:00,"@359770 We never want to leave anyone behind, Cheryl. Please follow and DM your record locator and we can take a look.",,1013279.0
1135108,387419,True,2017-10-14 17:47:01+00:00,Needed to change a flight urgently and I waited 1 hour on hold !! Just hung up 😢 Thank you @AmericanAir 😡 https://t.co/h4012ugNI2,"1135109,1135107",
1135107,AmericanAir,False,2017-10-14 18:03:28+00:00,@387419 We're sorry for the wait. Please DM your record locator and we'll be happy to help.,,1135108.0
1058249,367039,True,2017-10-14 21:15:51+00:00,"@AmericanAir i have been ""helped"" now by over a dozen american airlines agents. we would like a refund. https://t.co/4k8QhKj7Wy",1058248,1058250.0
1058248,367039,True,2017-10-14 21:16:47+00:00,@AmericanAir we will contact disability lawyer and have taken note of employees who refused service,1058247,1058249.0
1058247,AmericanAir,False,2017-10-14 21:21:54+00:00,"@367039 We'd like to help, please meet us in DMs so we can provide more information.",,1058248.0
1811173,345645,True,2017-10-14 22:39:54+00:00,@AmericanAir safe to say I just had the absolute worst customer service rep I’ve ever had. And will try never to fly American again.,1811172,
1811172,AmericanAir,False,2017-10-14 23:10:15+00:00,"@345645 We sure don't like the sound of that, If you're still needing assistance, please DM your locator and details so we can take a look.",,1811173.0
316548,191581,True,2017-10-15 00:45:44+00:00,"@AmericanAir Want to take this offline? Yeah, pass. You won't improve unless passengers start calling you on your terrible greedy crap.",,316546.0
1150683,390778,True,2017-10-15 16:10:15+00:00,@AmericanAir Why would it cost money to check in? Why are you all so pushy about checking bags?,1150685,1150682.0
1093498,378070,True,2017-10-15 16:20:25+00:00,@AmericanAir They refused to give me my luggage! They would not work with me! I am still LIVID! I'm stuck here 24 hours &amp; needed very important meds.,,1093497.0
1150685,AmericanAir,False,2017-10-15 17:10:53+00:00,@390778 We're still not sure what's going on? Are you checking bags at our ticket counter or gate area?,1150686,1150683.0
1170670,395335,True,2017-10-15 19:45:04+00:00,.@AmericanAir You're the worst. Nothing more.,"1170669,1170671",
1170669,AmericanAir,False,2017-10-15 20:27:33+00:00,"@395335 We're sorry you're frustrated, Francis. Give us a call if we can help you: https://t.co/Y3rvFjdG3o",,1170670.0
1150686,390778,True,2017-10-15 21:59:09+00:00,@AmericanAir And now my flights delayed so I miss my connecting flight you all are trash,,1150685.0
1217199,302212,True,2017-10-16 00:34:02+00:00,@AmericanAir You waited till we boarded and were on the tarmac to realize an engine light was on. Then forgot to put food on plane. #failure,"1217201,1217202",1217198.0
1217201,405629,True,2017-10-16 00:45:30+00:00,@302212 @AmericanAir  don't waste your time.they won't help you out at all. Just some employee w a twitter saying sorry 500x/day,1217203,1217199.0
1217203,302212,True,2017-10-16 00:46:24+00:00,@405629 @AmericanAir Totally agree what a shitty job.,,1217201.0
1217202,405630,True,2017-10-16 01:10:51+00:00,@302212 @AmericanAir I’ll bet the food would’ve sucked anyway,1217204,1217199.0
1217204,302212,True,2017-10-16 01:11:27+00:00,@405630 @AmericanAir Oh absolutely. But their accountability is non existent,,1217202.0
1336049,431667,True,2017-10-16 13:11:17+00:00,@AmericanAir Lost my home in #TubbsFire - had to cancel flight out on Monday.  Service rep said no refund + $200 rebook fee. Can you help?,1336048,
1336048,AmericanAir,False,2017-10-16 13:14:13+00:00,@431667 We're sorry to hear this and would be happy to take a look at what options may be available. Please DM your record locator.,,1336049.0
1819145,546362,True,2017-10-16 15:13:19+00:00,"@AmericanAir Hi AA, I had a ticket (party of 2) needing INVOL refund due to sked change, rqst submitted 2 weeks ago, and still showing ""Pending Review."" How to get this looked at and refunded?",1819144,
1819144,AmericanAir,False,2017-10-16 15:25:18+00:00,"@546362 Some refunds can take longer than others, Chris. If it's not refunded by the end of the week, DM your ticket numbers and we'll take a peek.",,1819145.0
1359096,436859,True,2017-10-16 15:46:53+00:00,@British_Airways How to solve the @AmericanAir check-in problem if can’t do it online bc of BA codes &amp; very little time at ORD B4 flight after passport cntrl,,1359090.0
1484740,261651,True,2017-10-16 21:36:21+00:00,"@AmericanAir sitting on plane in Mco.  Was already delayed for 30min, which made us catch wx.  Now ramp closed and likely will misconnect.",1484737,
1484737,AmericanAir,False,2017-10-16 21:41:59+00:00,"@261651 We're very sorry for the wait. We'll do all possible to make up time in the air, and give you more time to connect.","1484738,1484739",1484740.0
1484739,261651,True,2017-10-16 21:47:44+00:00,"@AmericanAir I’ll hold my breath. Aside from wishing me luck,what can you do to actually help? Arrange cart to get to other terminal within 10min in clt?",,1484737.0
1484738,261651,True,2017-10-16 21:49:18+00:00,@AmericanAir Have I said lately how utterly frustrating it is to rely on @AmericanAir?  Their #incompetence takes every opportunity possible to #shine,,1484737.0
1198346,401555,True,2017-10-17 01:01:49+00:00,"@AmericanAir I lost 80k+ miles , I have a AA credit card and thought this couldn't happen. I was not notified! Phone support was unhelpful.",1198344,
1198344,AmericanAir,False,2017-10-17 01:45:11+00:00,@401555 Notification is sent when miles are about to expire to the email address that's on your profile. They'll offer you options to get them back.,"1198343,1198345",1198346.0
1540223,477369,True,2017-10-17 03:05:44+00:00,"@AmericanAir Imagine a hotel at check-in saying your room will be ready in 30 minutes, 30 minutes, 30 mins... Oops, sorry, you can’t check in tonight.",,1540220.0
1198345,261651,True,2017-10-17 05:32:36+00:00,"@AmericanAir @401555 And they’ll all require the customer to pay a fat fee, right?   The culture of arrogance and indifference @AmericanAir is shocking.",,1198344.0
1839193,551205,True,2017-10-17 19:44:21+00:00,Help! #weddingcancelled #SonomaFIRES @AmericanAir charging fees @VirginAmerica giving full refund #keepsonomastrong,1839192,
1839192,551205,True,2017-10-17 19:45:33+00:00,@AmericanAir @VirginAmerica Can someone help us?  This is such a sad time and it’s not safe out there!,1839191,1839193.0
1839191,AmericanAir,False,2017-10-17 19:48:09+00:00,"@551205 We're sorry your wedding was cancelled, Amy and would be happy to take a closer look at your reservation. Please DM your record locator.",,1839192.0
965360,349071,True,2017-10-18 00:08:59+00:00,@AmericanAir KZSKPS,965361,965359.0
965361,AmericanAir,False,2017-10-18 00:28:47+00:00,"@349071 We're not seeing the card attached to her AAdvantage account, which is why it wasn't reflecting Group 4 boarding.",965362,965360.0
965362,349071,True,2017-10-18 00:50:55+00:00,"@AmericanAir She paid with our platinum card, which she is an authorized user for",965363,965361.0
965363,AmericanAir,False,2017-10-18 00:58:37+00:00,"@349071 We understand now, Stefan. The authorized user has to fly with the primary cardholder to receive the benefit of Group 4.",,965362.0
1818605,546253,True,2017-10-18 03:13:57+00:00,@AmericanAir thanks for a terrible trip home https://t.co/0viXZGiGgI,1818603,
1818603,AmericanAir,False,2017-10-18 03:24:28+00:00,@546253 We know delays are frustrating and we're so sorry for the wait. Thanks for hanging in there with us today.,1818604,1818605.0
1818604,546253,True,2017-10-18 03:31:53+00:00,@AmericanAir No other options. Got some sweet soggy sandwiches though,1818606,1818603.0
1818606,AmericanAir,False,2017-10-18 04:23:28+00:00,"@546253 We'd much rather have you on your way home than waiting at the airport, too. We'll get your crew there as fast as we can.",,1818604.0
1295685,422859,True,2017-10-18 12:40:25+00:00,@AmericanAir Listen. I buy a more expensive ticket because the cheaper ones don’t refund. But it ends up being non refundable anyway?,1295687,1295684.0
1295687,AmericanAir,False,2017-10-18 12:44:48+00:00,@422859 We can always look over the rules of your fare via DM or by giving us a call via 800-433-7300.,,1295685.0
1870686,558687,True,2017-10-19 22:59:32+00:00,@AmericanAir Horrible that you raise the price while I’m keying in my credit card number!,1870684,1870688.0
1870684,AmericanAir,False,2017-10-19 23:08:27+00:00,@558687 We're sorry for any frustration. Prices aren't guaranteed until ticketed. You can also call 800-433-7300 if you need assistance.,1870685,1870686.0
1870685,558687,True,2017-10-19 23:22:22+00:00,@AmericanAir I was keying my credit card number!  This is ridiculous,1870687,1870684.0
1870687,AmericanAir,False,2017-10-19 23:52:25+00:00,"@558687 Fares are based on availability and once they sell out, the next higher fare will apply.",,1870685.0
1871158,358262,True,2017-10-19 23:56:16+00:00,@AmericanAir this is a dumb one but... app updated; I *think* I checked in; but I'm not sure- did ask/allow me to get boarding pass. Help?,1871157,
1871157,AmericanAir,False,2017-10-20 00:16:20+00:00,"@358262 No such thing as a dumb question If you got a boarding pass, you're good to go. If you'd like us to double check, DM your record locator.",,1871158.0
2394036,672148,True,2017-10-20 10:52:20+00:00,@AmericanAir It’s great your social media is faster than your check in process.,2394032,2394042.0
2394032,AmericanAir,False,2017-10-20 10:56:21+00:00,@672148 We're here 24/7 to assist you. Tweet us if you need us.,"2394033,2394034,2394035",2394036.0
