tweet_id,created_at,text,response_tweet_id,in_response_to_tweet_id,possible_thread_fragment,possible_multi_intent
262538,2017-08-14 13:59:37+00:00,@AmericanAir Thank you but sadly no flight opened up and we had to take  the 10 hours of traveling time instead of 1.5. I understand your limitations,262539,262537.0,True,False
262539,2017-08-14 14:01:46+00:00,"@AmericanAir However, we reached Toronto to find the stroller is broken. Filed a complaint, 2 days ago, no response yet. Traveling further on Wednesday",262540,262538.0,True,False
262540,2017-08-14 14:03:09+00:00,"@AmericanAir Will you fix my stroller before then, or pay for a new stroller nowI had an email to trust @AmericanAir after bad luck with reservation",262541,262539.0,True,False
262541,2017-08-14 14:04:45+00:00,@AmericanAir Am I to expect another 'apology but we can't help' or does the customer service at @AmericanAir mean more than a 'make excuses' department.,262542,262540.0,True,False
262542,2017-08-14 14:06:12+00:00,@AmericanAir This is your second chance. Please show me you weren't lying the first time.,262543,262541.0,True,False
858169,2017-08-15 18:15:25+00:00,@AmericanAir my first ever flight with you guys this October coming unfortunately couldn't get business class but still very excited 🇺🇸🇺🇸 https://t.co/Zs9wy3W0xM,"858166,858170,858171",,True,False
291315,2017-08-16 09:06:34+00:00,@AmericanAir thanks for the quiet oasis on top of the downstairs storm here in DCA! #Peaceful https://t.co/iP5FYInIjG,291313,,True,False
326997,2017-08-19 00:15:57+00:00,@AmericanAir Gate change w/o notice 2 diff terminal flight cancelled due 2 maintenance issues no flights til SUNDAY no refunds #neveragain,326995,,True,False
1280170,2017-08-20 03:03:29+00:00,"@AmericanAir i left my laptop in your plane flying to MAD from Charlotte Aug'16. Been a few days, no reponse, nobody answers @  lost&amp;found",1280169,,True,False
1487956,2017-08-21 23:39:23+00:00,"On tarmac at DCA for over 1.5 hrs w/o explanation from @AmericanAir while other planes take off. This, after a 20 hr trip from hell on Thur.","1487957,1487954",,False,False
1587267,2017-08-22 00:43:45+00:00,"@AmericanAir @465596 Thanks to this delay my flights were cancelled. Gate agents refuse to give hotel, say that """"carasoul one is warm enough"" is this normal?",1587268,1487957.0,True,False
272637,2017-08-22 01:14:49+00:00,Future flts with ANY other airline  than AA when possible - lack of customer service the priority @AmericanAir,272635,,False,False
1247249,2017-08-25 12:24:49+00:00,"@AmericanAir: With @206281 (and #topbonus) having filed for #bankruptcy, how about offering a status-match when switching to #AAdvantage?",1247247,,True,False
1038655,2017-08-27 04:51:39+00:00,@AmericanAir can you help me please,1038653,1038658.0,True,False
1038654,2017-08-27 04:53:05+00:00,@AmericanAir Could you Rt my pinned tweet please,"1038656,1038657",1038653.0,True,False
417821,2017-08-28 17:00:16+00:00,@americanair just found out you don't recycle the thousands of clear cups used each day on thousands of flights...?! Do better AA!,417819,,True,False
215486,2017-08-30 19:37:38+00:00,✈️ @AmericanAir why so stingy? I asked for ginger ale and got one small cup. Why not the whole can? Are we still in a recession? Am I crazy? https://t.co/BvuVaAV3ee,215485,,False,False
865977,2017-08-31 17:27:47+00:00,@AmericanAir when are you going to get rid of these old MD-80 tin cans?,865976,,True,False
865973,2017-08-31 19:08:01+00:00,@AmericanAir I know I see them when I board this MD-80. Why can't you put one on the DFW-DTW route #planeenvy,865971,865976.0,True,False
435061,2017-09-05 12:09:38+00:00,@120943 @AmericanAir TSA says that you removed precheck from Term B @ PHL. Why?? When will you be bringing it back? Or should I fly Frontier? 😳,435059,,True,False
435060,2017-09-05 12:28:20+00:00,"@AmericanAir 5) WHY DO YOUR LOW-COST COMPETITORS OFFER THIS WHEN YOU DO NOT, ESPECIALLY WHEN YOU OPERATE 73% OF ALL FLIGHTS FROM PHL???",435062,435059.0,True,False
411867,2017-09-06 11:52:13+00:00,"Hey @AmericanAir, this remodeled @19396 at ORD, concourse H rocks! Can I get a sneak peak of that Flagship Lounge on floor two? 😉 https://t.co/1pFr2ircof",411866,,False,False
411864,2017-09-06 13:20:12+00:00,"@AmericanAir 😀 service has been great too. 

... so no sneak peek then? 🤣",411862,411866.0,True,False
435063,2017-09-07 15:05:21+00:00,@AmericanAir @120944 What the hell kind of answer is this?! Can you just tell me why you had pre-check removed at your terminal at PHL? (FYI @118028),435064,435062.0,True,False
2614010,2017-09-10 20:24:45+00:00,On a call with @AmericanAir / @British_Airways for 40 mins. Thankfully staff are pleasant but technical infrastructure/resolution is lacking,2614009,,False,False
1684322,2017-09-13 13:28:28+00:00,@AmericanAir ACK! App crashed right at TSA checkpoint. Updated this AM too. Had to get out of line and get printed BP. Pls help performance!,1684321,,True,False
1684319,2017-09-13 15:46:02+00:00,"@AmericanAir iPhone 6s - thank u!  
Also: CLT-SFO now, wifi is really spotty.  I'm in tech so sympathetic, but these fixes would be HUGE for customers :)",1684317,1684321.0,True,True
232494,2017-09-14 21:02:44+00:00,@AmericanAir unaccompanied minor fees at time of purchase or time of flight?,232493,,True,False
232492,2017-09-14 22:51:32+00:00,@AmericanAir I'm paying for one way back to me so it would be paid the day she travels?,232491,232493.0,True,False
215484,2017-09-15 18:15:54+00:00,@AmericanAir I got the whole can this time. Thank you @AmericanAir 🙏🏾✈️ https://t.co/KDHW7diANm,215483,215485.0,True,False
838512,2017-09-15 18:34:55+00:00,@AmericanAir #crapyairline look what you made me view @5119 https://t.co/C1pUwEMxQt,838510,838513.0,True,False
2537417,2017-09-19 14:54:24+00:00,Hey @AmericanAir my wife had been trying to complete the video interview but it has been giving her issues.,2537415,,False,False
2537416,2017-09-19 17:48:14+00:00,"@AmericanAir Thank you, we sent an email to the video hosting company that ask the questions administrated the video How can we contact the team leader?",2537418,2537415.0,True,False
1642016,2017-09-23 00:28:19+00:00,@AmericanAir You really need to fix things at LGA. Switching to @Delta,1642014,,True,False
346219,2017-09-23 03:57:35+00:00,Like it doesn't even make sense to wait longer to board the plane than it does to arrive to my destination @AmericanAir 🙄😔,346218,,False,False
346217,2017-09-23 04:27:26+00:00,@AmericanAir Does @AmericanAir just ignore its customers? So much for having a credit card with them. Not even gold status gets you anything (my hubby),346215,346218.0,True,False
1642015,2017-09-23 16:11:07+00:00,"@AmericanAir Always late, too much fuel, not enough fuel, over weight...no pilot take your pick",1642017,1642014.0,True,False
766888,2017-09-24 01:26:31+00:00,@AmericanAir case has been opened &amp; no lock put back thnx for nothing #poorservice #NeverAgain,766886,,True,False
238310,2017-09-24 11:39:35+00:00,@AmericanAir Really annoyed been over a month since my damaged bag claim never heard back! done as told...,238308,,True,False
697346,2017-09-24 16:34:19+00:00,@AmericanAir disgraceful service! Still waiting for my refund for a downgrade to economy on a $6k flight ...in July! Get yourself together!,697345,,True,False
2331239,2017-09-24 21:27:30+00:00,@AmericanAir .@AmericanAir how do I find out if I'm sitting by someone cute on my flight today,2331238,2331240.0,True,False
2331237,2017-09-24 21:36:43+00:00,@AmericanAir ok cool because I'm trying to fall in love,2331236,2331238.0,True,False
2331235,2017-09-24 21:48:45+00:00,@AmericanAir ok #update at the gate now &amp; there's a cute brunette eating doritos (cool ranch) do u think I'm sitting next to her plz respond,2331234,2331236.0,True,False
1428550,2017-09-24 22:07:14+00:00,"AAdvantage member since 92. AdmiralsClub member since 08. Flew &gt; 1.6 million miles w. @AmericanAir.
Clearly deserving  #ConciergeKey status.",1428548,,False,False
1428549,2017-09-24 22:19:50+00:00,@AmericanAir Flying w. you today to Colombia and next week to the UK and Switzerland. Looking forward to my 25- year loyalty being properly recognized.,1428551,1428548.0,True,False
2331234,2017-09-24 22:21:25+00:00,@AmericanAir ah my bad I'm actually flying @Delta,2331233,2331235.0,True,False
199465,2017-09-25 22:29:13+00:00,"hello @AmericanAir.
i'm going to LA tomorrow.
would it be possible to land the plane at the nearest @JackBox?",199464,,False,False
243091,2017-09-25 22:48:39+00:00,@173727 I am with you Marc! And please call out @AmericanAir for price gouging in the middle of a crisis! Over 2k for a flight. This is inhuman!,"243092,243090",243093.0,True,False
246604,2017-09-26 13:42:56+00:00,@AmericanAir 😡that I'm stuck on a plane for 45 minutes to an hour while they drain the 💩 tank bcuz nozzle was stuck from previous flight.,246603,,True,False
201565,2017-09-26 14:55:11+00:00,"@AmericanAir remember when I was told I would be refunded and after 6 phone calls and 3 emails since then, have yet to receive anything? https://t.co/5oYvEqN2d1",201564,,True,False
1455586,2017-09-26 15:06:15+00:00,Ud have thort difficult to lose a bag this size. @AmericanAir &amp; @British_Airways have managed it. Someone actually look pls #lostluggage 1/2 https://t.co/X6o1pvseJM,1455584,,False,False
201564,2017-09-26 15:28:31+00:00,"@AmericanAir and 2.) I was booking another flight thru AA for another mission trip in December , but I guess I'll be rethinking that as well",201563,201565.0,True,False
246602,2017-09-26 15:45:08+00:00,@AmericanAir Now we had to get a new crew. Captain lied and said they were here! Not! Waiting on a 1st officer! 😡😡😡😡😡 2 hrs 25 minutes!!,246601,246603.0,True,False
890569,2017-09-26 17:20:46+00:00,@AmericanAir When will the AAdvantage Mastercard be available for use with Samsung Pay?? What's holding it back?,890567,,True,False
2038469,2017-09-26 20:27:28+00:00,@AmericanAir This is explicitly fraud. I'll be contacting CA attorney general. https://t.co/zljxNb2r8U,2038468,,True,False
990271,2017-09-26 23:04:14+00:00,"@Delta ""Listening to feedback."" Here's some: Closed 1 @116988 acct today....&amp; looking to close another. #partingways @AmericanAir?",990269,,True,False
243089,2017-09-27 02:43:37+00:00,@AmericanAir @173726 Do u think oct 8 is long enough? Some People won't be able to get to the airports by then! I can't even reach my family,243088,243090.0,True,False
950670,2017-09-27 21:05:25+00:00,@AmericanAir awful service @ Logan airport trying to move my 7pm flight to 6pm to dCA,950669,,True,False
950669,2017-09-27 21:09:40+00:00,@AmericanAir Aa agent led my agent for 20 min through process &amp; then said it was too close to departure. Kept me on hold whole time.,950668,950670.0,True,False
201562,2017-09-27 23:34:30+00:00,@AmericanAir ...and still have yet to hear back from anyone at @AmericanAir,201561,201563.0,True,False
2809660,2017-09-28 02:33:32+00:00,I haven't been on a pajamas-eligible @AmericanAir flight in awhile.. new PJs? #AALDay https://t.co/dnGBUHH2j4,2809659,,False,False
2809659,2017-09-28 02:43:28+00:00,@163646 @AmericanAir Where were these given out? Didn't see them in my room. I guess I'll be sleeping in my basic AA PJs tonight :/,2809658,2809660.0,True,False
2809658,2017-09-28 02:44:54+00:00,@617365 @AmericanAir Hotel was a bit behind on these. Mine *just* arrived.,2809657,2809659.0,True,False
2809657,2017-09-28 02:45:44+00:00,@163646 @AmericanAir Oh...so they are coming door to door or do we have to request them?,2809656,2809658.0,True,False
2809656,2017-09-28 02:48:28+00:00,@617365 @AmericanAir Door to door PJs - and to confiscate your bath amenities and replace with AA's CO Bigelow,2809653,2809657.0,True,False
2809653,2017-09-28 02:49:01+00:00,@163646 @AmericanAir Oooo fancy...lets hope they come pay me a visit!,2809651,2809656.0,True,False
2809652,2017-09-28 03:27:55+00:00,@AmericanAir That would be awesome! I'm sitting here waiting in the room for an on time arrival 😉,2809654,2809651.0,True,False
2809654,2017-09-28 04:20:55+00:00,@617365 @AmericanAir Can @AmericanAir fly some to my house for my birthday coming up??? Pretty please?,2809655,2809652.0,True,False
201560,2017-09-28 18:19:53+00:00,"@AmericanAir Am I waiting to hear from someone at AA via email or just hope that it's actually be ""processed"" like I was told every time I called?",201559,201561.0,True,False
178866,2017-09-28 22:25:29+00:00,@AmericanAir Average price of ticket out: $2500 one way.,238228,178865.0,True,False
355519,2017-09-28 23:36:31+00:00,A new bird joins the @AmericanAir flock today! Congrats on your 1st #Boeing #737MAX. We're excited to watch it fly! https://t.co/l1AE0GMFpN,"355520,355521,355517,355522,355523,355524,355525",,False,False
239937,2017-09-29 10:59:14+00:00,"@AmericanAir My mother, aged 92, took AA126 from HK thro Dallas to Canada in August.  AA flight delayed and didn't provide any care! Bad AA!",239936,,True,False
1133961,2017-09-29 11:52:00+00:00,@AmericanAir Thanks again for another late missed flight.  Least it's consistent,1133959,,True,False
239929,2017-09-29 16:00:28+00:00,"@AmericanAir Are you numb and non-sensitive to our sufferings ? ""love providing great service""--you are claiming that you did great services ?!",239924,239936.0,True,False
230030,2017-09-29 23:23:23+00:00,@AmericanAir how is the clean up from Irma going? It's been 3 weeks and we still don't have our bags!!,230028,,True,False
418146,2017-09-29 23:23:26+00:00,Thanks @AmericanAir for making this the best father daughter trip ever!  #bestcrewever #customerforlife https://t.co/zDEogmqVUy,418144,,False,False
656029,2017-09-30 05:10:13+00:00,@217449 @AmericanAir @1079 @276061 @276062 @276063 @30003 @189054 @276064 @30004 @276065 Of course the non-shower guy after a workout getting on a plane could be a real downer...,656028,656030.0,True,False
368425,2017-09-30 18:03:39+00:00,@VirginAmerica So missing my @VirginAmerica exp. iI am on an @AmericanAir  flight that is stuck in the 20th century!,368424,368426.0,True,False
243087,2017-09-30 20:27:21+00:00,@AmericanAir can someone contact me YOU HAVE NO FLIGHTS!!!! WHATS UP? YOUR LYING TO US!! @134046,243086,243088.0,True,False
243084,2017-09-30 22:57:52+00:00,@AmericanAir I did there is nothing until the 19!!!!!!!,243082,243086.0,True,False
830138,2017-10-01 15:31:21+00:00,"@AmericanAir If you're going to have planes in service for a 4+ hour flight with no ac outlets or usb ports for charging, maybe you should alert passengers before boarding. You are better than this.",830137,,True,False
1388373,2017-10-01 16:01:56+00:00,"Attention all passengers—read my México City guide for Día de los Muertos at 10,000 feet aboard all @AmericanAir flights this October. 🙂👏🏽 https://t.co/l4Ev67uRfl","1388374,1388375,1388372",,False,False
830118,2017-10-01 16:17:13+00:00,"@AmericanAir Not commenting on the fleet but your process for communicating with passengers. Since virtually ALL your coast to coast flights offer inflight video, and ample opportunities to charge via ac or usb, you can expect passengers to consider this the norm and board expecting this.",830115,830137.0,True,False
303477,2017-10-01 17:55:58+00:00,@AmericanAir gotta up your game here... #flyingsucks,303475,,True,False
752344,2017-10-01 18:14:25+00:00,"Just watched @AmericanAir lose 2 customers (including myself) due to inflexible, outdated policies. #Delta",752343,,False,False
201726,2017-10-01 21:11:24+00:00,PDBs tonight on @AmericanAir a great way to start the week. Can we keep it going for the rest of my (and your!) flights?,201724,,False,False
205392,2017-10-01 23:02:26+00:00,@AmericanAir Are you still flying the mad dogs on the RIC-DFW route. If not what are you replace the route with?,205391,,True,False
2128829,2017-10-02 04:26:42+00:00,Time waster: @AmericanAir your ground crews are never ready for early arrival flights. #waiting #ontheramp #LAX,2128828,,False,False
298402,2017-10-02 11:15:37+00:00,Unfortunately this delay is not acceptable. Flight @AmericanAir #AA4279. You have changed time three times on Monday morning.,298400,,False,False
299197,2017-10-02 12:05:34+00:00,@AmericanAir taught me a lesson today to check the gate after passing security at #DFW - cuz they CHANGED it ! I had to walk all way back.,299196,,True,False
299195,2017-10-02 12:16:48+00:00,@AmericanAir Not this time as I was using the App,299194,299196.0,True,False
299193,2017-10-02 12:33:55+00:00,"@AmericanAir @178129 The app is not always accurate or updated in timely manner.  It is a useful tool, the ground crew know more than the app!",299190,299194.0,True,False
818165,2017-10-02 15:08:57+00:00,@AmericanAir cuándo van a dar respuesta por los reclamos efectuados por el vuelo 931 MIA - EZE del 26/09?,818163,,True,False
752341,2017-10-02 18:00:58+00:00,@AmericanAir Feel free to DM me for details,752339,752343.0,True,False
269736,2017-10-02 18:17:39+00:00,"@180336 @180336 will @AmericanAir , @Delta @SouthwestAir @JetBlue @158219 step in &amp; help? Puerto Rico needs them. A cruise ship did, its time!",1786285,269735.0,True,False
706784,2017-10-02 20:15:31+00:00,@AmericanAir this is really helpful as I'm waiting in line for my flight trying to pull up my boarding pass https://t.co/VEIhflR3dX,706782,,True,False
2050523,2017-10-02 22:25:35+00:00,@AmericanAir thanks so much for letting AA employees ship cargo to SJU for free. Is it possible to extend that wonderful opportunity to STT?,2050522,,True,False
748094,2017-10-02 23:37:55+00:00,@AmericanAir do you offer no more service and smart stuff at sfo?why else might I to discuss about my included luggage for long-haul #fail,748092,,True,False
2053986,2017-10-03 01:02:12+00:00,Anyone know when @AmericanAir made it so difficult to upgrade w/ miles?? Not sure what these miles are good for anymore...,2053984,,False,False
192389,2017-10-03 01:18:12+00:00,@AmericanAir wanna know why I was asked to pay while passangers in the same boarding group 9 were not asked.Was it because I dont live in US,192388,192390.0,True,False
785958,2017-10-03 03:38:33+00:00,My mother 84 years &amp; me need to fly from PR to FL because María can you help us? @AmericanAir @JetBlue @126403 @Delta @SouthwestAir. TY,785956,,False,False
267268,2017-10-03 04:07:32+00:00,Hey @AmericanAir you need to work with your baggage guys I have a snapped off wheel and missing zippers and crushed items from 1 trip. https://t.co/mx3e0DvXNH,267266,,False,False
2050521,2017-10-03 12:47:04+00:00,@AmericanAir I've been hearing of people getting charged for over weight baggage going in to STT. Is there any way to waive that temporarily or refund?,2050519,2050522.0,True,False
240498,2017-10-03 12:48:22+00:00,@AmericanAir  flying tomorrow morning DFW-PHL then only 50 minute conenction time to YUL.. is it enough time? AA 1695 and AA4735,240497,,True,False
185708,2017-10-03 13:46:35+00:00,I have high hopes my bag will make all four of my #AmericanAirlines flights and meet me in Madrid. Will keep you posted. https://t.co/7fKwBtyvP7,185707,,False,False
219702,2017-10-03 13:48:58+00:00,Why does a plane board from front to back @AmericanAir? #easytofix #badux,219701,,False,False
855898,2017-10-03 15:19:20+00:00,"@AmericanAir Trying to access https://t.co/IzlzooKBKq, I get an Access Denied message",855897,,True,False
2041798,2017-10-03 15:47:51+00:00,@AlaskaAir MVP Gold no longer merits Priority boarding on @AmericanAir ?,2041796,,True,False
855896,2017-10-03 16:01:29+00:00,@AmericanAir No luck on safari or firefox,855895,855897.0,True,False
192387,2017-10-03 16:38:52+00:00,@AmericanAir Yes I did purchase basic economy but I had only one bag that could fit under seat. Still I was charged for it. @AmericanAir,192386,192388.0,True,False
240496,2017-10-03 16:52:23+00:00,@AmericanAir Ok hope we make it :( need to be home for urgent matters,240495,240497.0,True,False
2041797,2017-10-03 17:21:10+00:00,@AlaskaAir @AmericanAir Thanks for the update. Who's left as a decent partner? You guys need to expand your (our) routes even more :),2041799,2041796.0,True,False
240494,2017-10-03 18:15:00+00:00,@AmericanAir In the event I miss connection is there another flight same day to get back to YUl before 4pm?,240493,240495.0,True,False
